Ship To,Customer Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit
JS080200,JABIL VIETNAM CO. LTD.,SW3500056,DIO,1005134,1852094858,11/13/2022,12/16/2023,12000,0,12000 units - 2023/12/18,2023/12/16,0.0214,256.8,0.0,8,C,3000,4Y,0,15000,0,0,CN,309.0,4086000,3525000,0,0,435000,435000,318000,138000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW3500056,DIO,1005134,1852094859,11/13/2022,12/02/2023,15000,0,15000 units - 2023/12/04,2023/12/02,0.0214,321.0,0.0,8,C,3000,4Y,0,15000,0,0,CN,387.0,4086000,3525000,0,0,435000,435000,318000,138000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW3500099,DIO,9055465,1852094860,11/13/2022,01/05/2024,10000,0,10000 units - 2024/01/05,2024/01/05,0.1955,1955.0,0.0,8,C,2000,4Y,4000,8000,22000,0,CN,1900.0,86000,74000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW3500099,DIO,9055465,1852094863,11/13/2022,12/15/2023,8000,0,8000 units - 2023/12/15,2023/12/15,0.1955,1564.0,0.0,8,C,2000,4Y,4000,8000,22000,0,CN,1520.0,86000,74000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW3600187,DIO,4985826,1852094870,11/13/2022,12/16/2023,6000,0,6000 units - 2023/12/18,2023/12/16,0.0227,136.2,0.0,8,C,3000,04,0,0,0,57000,CN,186.0,168000,168000,0,0,33000,33000,0,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,CA763-00012-LC,DIO,7091728,4510051937,11/20/2022,11/27/2023,3000,0,3000 units - 2023/11/27,2023/11/27,0.0333,99.9,0.0,8,L,3000,29,3000,3000,0,0,CN,340.0,30000,30000,0,0,3000,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600182,DIO,4776779,4510081561,11/28/2022,10/07/2023,21000,0,21000 units - 2023/10/09,2023/10/07,0.0077,161.7,0.0,8,C,3000,04,0,0,42000,0,CN,980.0,3297000,2451000,0,0,2721000,2190000,192000,33000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600182,DIO,4776779,4510081562,11/28/2022,01/06/2024,21000,0,21000 units - 2024/01/08,2024/01/06,0.0077,161.7,0.0,8,C,3000,04,0,0,42000,0,CN,980.0,3297000,2451000,0,0,2721000,2190000,192000,33000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600183,DIO,1096961,4510127501,12/11/2022,11/18/2023,9000,0,9000 units - 2023/11/20,2023/11/18,0.0195,175.5,0.0,8,L,3000,4X,0,0,0,0,CN,256.0,9000,9000,0,0,0,0,0,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600191,DIO,5116093,4510127502,12/11/2022,04/13/2024,15000,0,15000 units - 2024/04/15,2024/04/13,0.038,570.0,0.0,8,C,3000,4V,0,0,0,0,TW,850.0,195000,177000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600191,DIO,5116093,4510127503,12/11/2022,05/04/2024,18000,0,18000 units - 2024/05/06,2024/05/04,0.038,684.0,0.0,8,C,3000,4V,0,0,0,0,TW,1020.0,195000,177000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,CA785-00952-LH,PER,7100640,4510153627,12/19/2022,12/18/2023,504,0,504 units - 2023/12/18,2023/12/18,7.7,3880.8,0.0,39,L,126,05,0,0,0,0,TW,2320.0,504,504,0,0,0,0,126,126,ANALOG
JS004000,JABIL VIETNAM CO. LTD,12-1070,DIO,4109682,4510193686,01/01/2023,11/24/2023,5000,0,5000 units - 2023/11/24,2023/11/24,0.0335,167.5,0.0,8,C,5000,4V,10000,60000,0,0,TW,746.0,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes
JS004000,JABIL VIETNAM CO. LTD,SND28050-00017-NR,DIO,2018113,4510222734,01/09/2023,12/29/2023,3000,0,3000 units - 2023/12/29,2023/12/29,0.0535,160.5,0.0,8,C,3000,11,0,0,9000,6000,CN;TW,680.0,45000,33000,0,0,0,0,87000,87000,Circuit Protection
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252404,01/16/2023,05/18/2024,760,0,760 units - 2024/05/20,2024/05/18,4.12,3131.2,0.0,16,L,760,1H,0,0,0,760,CN,1480.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252405,01/16/2023,05/25/2024,760,0,760 units - 2024/05/27,2024/05/25,4.12,3131.2,0.0,16,L,760,1H,0,0,0,760,CN,1480.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252406,01/16/2023,06/01/2024,760,0,760 units - 2024/06/03,2024/06/01,4.12,3131.2,0.0,16,L,760,1H,0,0,0,760,CN,1480.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252407,01/16/2023,06/08/2024,760,0,760 units - 2024/06/10,2024/06/08,4.12,3131.2,0.0,16,L,760,1H,0,0,0,760,CN,1480.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252408,01/16/2023,06/15/2024,1520,0,1520 units - 2024/06/17,2024/06/15,4.12,6262.4,0.0,16,L,760,1H,0,0,0,760,CN,2960.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,P1099801-01,NXP,5129869,4510252409,01/16/2023,06/22/2024,760,0,760 units - 2024/06/24,2024/06/22,4.12,3131.2,0.0,16,L,760,1H,0,0,0,760,CN,1480.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS004000,JABIL VIETNAM CO. LTD,12-1070,DIO,4109682,4510282391,01/29/2023,03/22/2024,5000,0,5000 units - 2024/03/22,2024/03/22,0.0335,167.5,0.0,8,C,5000,4V,10000,60000,0,0,TW,746.0,5770000,3880000,0,0,7060000,5525000,675000,305000,Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3600191,DIO,5116093,4510286045,01/30/2023,02/10/2024,9000,0,9000 units - 2024/02/12,2024/02/10,0.038,342.0,0.0,8,C,3000,4V,0,0,0,0,TW,510.0,195000,177000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5248B-LF,DIO,6668917,4510313240,02/06/2023,03/01/2024,90000,0,90000 units - 2024/03/01,2024/03/01,0.0082,738.0,0.0,8,C,3000,4X,0,75000,96000,375000,CN,3360.0,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5248B-LF,DIO,6668917,4510313242,02/06/2023,02/09/2024,60000,0,60000 units - 2024/02/09,2024/02/09,0.0082,492.0,0.0,8,C,3000,4X,0,75000,96000,375000,CN,2240.0,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5248B-LF,DIO,6668917,4510318189,02/07/2023,03/08/2024,60000,0,60000 units - 2024/03/08,2024/03/08,0.0082,492.0,0.0,8,C,3000,4X,0,75000,96000,375000,CN,2240.0,3483000,2151000,0,0,450000,360000,225000,93000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318582,02/07/2023,02/09/2024,147000,0,147000 units - 2024/02/09,2024/02/09,0.0078,1146.6,0.0,8,C,3000,4X,0,0,0,1956000,CN,5488.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318583,02/07/2023,03/08/2024,60000,0,60000 units - 2024/03/08,2024/03/08,0.0078,468.0,0.0,8,C,3000,4X,0,0,0,1956000,CN,2240.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318584,02/07/2023,01/12/2024,132000,0,132000 units - 2024/01/12,2024/01/12,0.0078,1029.6,0.0,8,C,3000,4X,0,0,0,1956000,CN,4928.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318588,02/07/2023,10/20/2023,174000,0,174000 units - 2023/10/20,2023/10/20,0.0078,1357.2,0.0,8,C,3000,4X,0,0,0,1956000,CN,6496.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318589,02/07/2023,11/17/2023,171000,0,171000 units - 2023/11/17,2023/11/17,0.0078,1333.8,0.0,8,C,3000,4X,0,0,0,1956000,CN,6384.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-DI-5245B-LF,DIO,4413167,4510318590,02/07/2023,12/15/2023,108000,0,108000 units - 2023/12/15,2023/12/15,0.0078,842.4,0.0,8,C,3000,4X,0,0,0,1956000,CN,4032.0,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SNDHUA40327-NR,DIO,8905465,4510335950,02/13/2023,11/24/2023,3000,0,3000 units - 2023/11/24,2023/11/24,0.0937,281.1,0.0,8,C,3000,27,0,0,0,18000,CN,120.0,33000,24000,0,0,45000,0,0,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,188735397,DIO,4078259,BIM-JABIL VN-SMCI,01/15/2016,01/01/2030,15000,15000,Bond Fully Allocated,Bond Fully Allocated,0.0105,157.5,157.5,8,C,3000,04,9000,3000,3000,1197000,CN,629.0,5583000,4638000,0,0,2463000,2094000,51000,48000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDPFX062371G-NR,RHM,3505757,BIM-JABIL VN-SMCI,04/18/2017,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.03,0.0,0.0,16,C,8000,04,8000,0,0,16000,TH,0.0,56000,40000,0,0,0,0,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,GE9928052105,DIO,9545039,BIM-JABIL VN-SMCI,01/15/2016,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.03,0.0,0.0,8,C,5000,4V,75000,145000,135000,0,TW,0.0,1825000,1260000,0,0,510000,505000,0,0,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,GE9938052104,DIO,3503786,BIM-JABIL VN-SMCI,01/15/2016,01/01/2030,225000,225000,Bond Fully Allocated,Bond Fully Allocated,0.033,7425.0,7425.0,8,C,3000,4V,0,342000,51000,261000,TW,66789.0,2142000,1161000,0,0,603000,555000,213000,207000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SND28100-20800-NR,DIO,6670855,BIM-JABIL VN-SMCI,04/08/2018,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0093,0.0,0.0,8,C,3000,04,24000,21000,42000,1035000,CN,0.0,1425000,1035000,0,0,996000,777000,84000,84000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDPFX053751J-NR,DIO,1017861,BIM-JABIL VN-SMCI,07/10/2018,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0087,0.0,0.0,8,C,3000,4X,41000,21000,3000,21000,CN,0.0,174000,162000,0,0,15000,6000,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,70476-1,DIO,3077328,BIM-JABIL VN-SMCI,10/08/2018,01/01/2030,25000,25000,Bond Fully Allocated,Bond Fully Allocated,0.0221,552.5,552.5,8,C,5000,4V,110000,95000,80000,300000,CN;TW,3742.0,10240000,6115000,0,0,3545000,1925000,280000,205000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDHUA39595-NR,DIO,6048911,BIM-JABIL VN-SMCI,01/15/2019,01/01/2030,30000,30000,Bond Fully Allocated,Bond Fully Allocated,0.011,330.0,330.0,8,C,10000,04,80000,140000,90000,350000,CN,408.0,550000,120000,0,0,0,0,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,ZB-CR000452A01,SEM,5116733,BIM-JABIL VN-SMCI,07/04/2019,01/01/2030,66000,66000,Bond Fully Allocated,Bond Fully Allocated,0.131,8646.0,8646.0,22,L,3000,11,21000,12000,18000,0,CN,2970.0,132000,15000,0,0,0,0,0,0,Circuit Protection
JS005B00,JABIL VIETNAM CO. LTD.,SW3400808,PER,9091135,BIM-JABIL VN-1,07/17/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.462,0.0,0.0,26,C,3500,08,0,3500,0,3500,TW,0.0,3500,3500,0,0,0,0,0,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,SW5200111,ESW,8009764,BIM-JABIL VN-1,07/17/2019,01/01/2030,2500,2500,Bond Fully Allocated,Bond Fully Allocated,0.468,1170.0,1170.0,17,C,2500,22,15000,0,0,15000,CN,545.0,12500,5000,0,0,0,0,0,0,EMech & PTE
JS005B00,JABIL VIETNAM CO. LTD.,SW3016736,ESW,2071419,BIM-JABIL VN-1,09/15/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.553,0.0,0.0,14,L,600,22,0,0,0,0,VN,0.0,33600,22800,0,0,0,0,0,0,EMech & PTE
JS005B00,JABIL VIETNAM CO. LTD.,CA764-00057-LC,DIO,5049115,BIM-JABIL VN-SMCI,10/29/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.058,0.0,0.0,8,L,1000,04,0,0,0,52000,0,0.0,0,0,0,0,0,0,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,CA770-00010-LC,DIO,8489817,BIM-JABIL VN-SMCI,10/29/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0223,0.0,0.0,8,C,3000,4V,0,0,0,0,CN,0.0,60000,15000,0,0,6000,6000,222000,165000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,CA770-00044-LC,DIO,3205952,BIM-JABIL VN-SMCI,10/29/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0396,0.0,0.0,8,C,3000,04,0,0,0,117000,CN,0.0,2448000,255000,0,0,0,0,33000,33000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,CA780-00372-LC,DIO,5058804,BIM-JABIL VN-SMCI,10/29/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0526,0.0,0.0,8,C,3000,6I,0,0,0,15000,CN,0.0,1008000,228000,0,0,33000,6000,9000,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,GE9938052077,DIO,9139254,BIM-JABIL VN-SMCI,10/10/2019,01/01/2030,190000,190000,Bond Fully Allocated,Bond Fully Allocated,0.0117,2223.0,2223.0,12,C,5000,4V,270000,255000,200000,11000000,CN;TW,28871.0,17215000,11760000,0,0,1405000,1005000,2530000,1705000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,12-04151,DIO,5521232,BIM-JABIL VN-SMCI,11/24/2019,01/01/2030,15000,15000,Bond Fully Allocated,Bond Fully Allocated,0.0305,457.5,457.5,8,C,5000,4X,55000,55000,40000,120000,TW,2211.0,340000,175000,0,0,0,0,5000,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,ZB-IC000191A01,STG,8165685,BIM-JABIL VN-SMCI,12/23/2019,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,6.05,0.0,0.0,20,N,1008,3H,0,0,0,42336,TW,0.0,1008,0,0,0,0,0,0,0,MICROCONTROLLERS
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-DC-Z431A-LF,DIO,8045982,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,39000,39000,Bond Fully Allocated,Bond Fully Allocated,0.0389,1517.1,1517.1,8,C,3000,27,0,75000,90000,339000,CN,0.0,333000,99000,0,0,369000,135000,0,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-DI-16E31-LF,DIO,8769259,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,30000,30000,Bond Fully Allocated,Bond Fully Allocated,0.0208,624.0,624.0,8,C,5000,4V,70000,0,20000,1440000,CN;TW,4559.0,2975000,1655000,0,0,7725000,6550000,565000,260000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-DI-1KV1A-LF,DIO,9828393,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,24000,24000,Bond Fully Allocated,Bond Fully Allocated,0.06,1440.0,1440.0,8,C,3000,4V,0,0,0,0,TW,5806.0,369000,243000,0,0,3000,3000,48000,39000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-DI-560TR-LF,DIO,5266093,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,18000,18000,Bond Fully Allocated,Bond Fully Allocated,0.0781,1405.8,1405.8,8,C,3000,4V,0,30000,66000,435000,CN,7267.0,639000,441000,0,0,363000,267000,78000,69000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-DI-HD06T-LF,DIO,2342905,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,24000,24000,Bond Fully Allocated,Bond Fully Allocated,0.0531,1274.4,1274.4,18,C,3000,4V,0,36000,0,0,CN,6804.0,1746000,1383000,0,0,189000,162000,177000,93000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-FT-1012U-LF,DIO,1004537,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,378000,378000,Bond Fully Allocated,Bond Fully Allocated,0.0154,5821.2,5821.2,8,C,3000,4Y,63000,0,0,1500000,CN,15126.0,3858000,2283000,0,0,5241000,5241000,129000,126000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SEECS-FT-3404L-LF,DIO,3143260,BIM-JABIL VN-SMCI,01/05/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.029,0.0,0.0,8,C,3000,4Y,0,87000,0,0,CN,0.0,5427000,3954000,0,0,1395000,954000,381000,318000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDHUA10372-NR,DIO,1810134,BIM-JABIL VN-SMCI,02/04/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.193,0.0,0.0,8,C,1000,04,52000,54000,29000,0,CN,0.0,624000,512000,0,0,1000,1000,44000,44000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SW3400888,PER,6096649,BIM-JABIL VN-SMCI,03/05/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.146,0.0,0.0,24,L,3000,25,0,0,0,0,CN,0.0,75000,75000,0,0,9000,9000,0,0,ANALOG
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,P1003383-LF,NXP,3123179,BIM-JABIL-NXP,04/29/2020,01/01/2030,214650,214650,Bond Fully Allocated,Bond Fully Allocated,4.9564,1063891.26,1063891.26,20,L,450,1H,0,0,0,0,CN;MY,601020.0,214650,0,0,0,0,0,0,0,Future Intelligent Solutions
JS005B00,JABIL VIETNAM CO. LTD.,GE103X763002,DIO,7634694,BIM-JABIL VN-SMCI,06/17/2020,01/01/2030,156000,156000,Bond Fully Allocated,Bond Fully Allocated,0.008,1248.0,1248.0,8,C,3000,04,72000,150000,132000,0,CN,3467.0,32766000,25923000,0,0,7488000,5799000,7203000,5424000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,GE9938052086,DIO,3077328,BIM-JABIL VN-SMCI,07/08/2020,01/01/2030,155000,155000,Bond Fully Allocated,Bond Fully Allocated,0.0221,3425.5,3425.5,8,C,5000,4V,110000,95000,80000,300000,CN;TW,23201.0,10240000,6115000,0,0,3545000,1925000,280000,205000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDHUA46542-NR,LML,2080152,BIM-JABIL VN-SMCI,07/17/2020,01/01/2030,12000,12000,Bond Fully Allocated,Bond Fully Allocated,0.0223,267.6,267.6,5,C,3000,6M,15000,6000,24000,0,CN,800.0,306000,273000,0,0,87000,78000,0,0,Future Light Solutions
JS005B00,JABIL VIETNAM CO. LTD.,SNDHUA46543-NR,LML,1080152,BIM-JABIL VN-SMCI,07/17/2020,01/01/2030,27000,27000,Bond Fully Allocated,Bond Fully Allocated,0.0223,602.1,602.1,5,C,3000,6M,18000,3000,15000,0,CN,1620.0,111000,57000,0,0,0,0,0,0,Future Light Solutions
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,P1099801,NXP,5129869,BIM-JABIL-NXP,07/24/2020,01/01/2030,240160,240160,Bond Fully Allocated,Bond Fully Allocated,4.12,989459.2,989459.2,16,L,760,1H,0,3800,0,760,CN,467680.0,246240,6080,0,0,0,0,0,0,Future Intelligent Solutions
JS005B00,JABIL VIETNAM CO. LTD.,ZB-CR-001063-01,DIO,5019635,BIM-JABIL VN-SMCI,08/16/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0369,0.0,0.0,8,C,3000,4Y,3000,21000,0,0,CN,0.0,381000,327000,0,0,306000,306000,0,0,Discretes
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,P1075931,NXP,7108085,BIM-JABIL-NXP,09/01/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,12.3412,0.0,0.0,26,L,420,1H,0,0,0,5880,CN,0.0,36540,0,0,0,0,0,0,0,Future Intelligent Solutions
JS005B00,JABIL VIETNAM CO. LTD.,ZB-CR-001054-01,DIO,8944332,BIM-JABIL VN-SMCI,10/26/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0156,0.0,0.0,8,C,3000,02,0,0,0,0,CN,0.0,6978000,5166000,0,0,264000,0,177000,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,ZB-CP-000102-01,LF ,5132518,BIM-JABIL VN-SMCI,10/26/2020,01/01/2030,9000,9000,Bond Fully Allocated,Bond Fully Allocated,0.1344,1209.6,1209.6,12,L,1500,14,0,0,0,0,PH,720.0,37500,15000,0,0,0,0,0,0,Circuit Protection
JS005B00,JABIL VIETNAM CO. LTD.,ZB-50-15100-352,LF ,4130417,BIM-JABIL VN-SMCI,10/26/2020,01/01/2030,7500,7500,Bond Fully Allocated,Bond Fully Allocated,0.1344,1008.0,1008.0,12,L,1500,14,0,0,0,0,PH,600.0,30000,22500,0,0,0,0,0,0,Circuit Protection
JS005B00,JABIL VIETNAM CO. LTD.,ZB-50-14800-948,DIO,1083401,BIM-JABIL VN-SMCI,11/15/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0265,0.0,0.0,8,C,5000,4V,0,20000,0,0,TW,0.0,1845000,1495000,0,0,2385000,675000,330000,275000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,ZB-CR-001045-01,DIO,6307300,BIM-JABIL VN-SMCI,11/15/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.0393,0.0,0.0,8,C,3000,4Y,0,0,0,0,CN,0.0,2496000,1671000,0,0,156000,39000,156000,102000,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SNDPFX055306J-NR,RHM,7292204,BIM-JABIL VN-SMCI,12/07/2020,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.036,0.0,0.0,14,L,3000,04,6000,0,0,0,PH,0.0,123000,123000,0,0,0,0,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,GE9938051079,MCP,4139255,BIM-JABIL VN-SMCI,02/26/2021,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.23,0.0,0.0,30,N,3000,27,201000,57000,45000,378000,TH,0.0,39000,0,0,0,0,0,0,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,GE994010010008,MCP,9139261,BIM-JABIL VN-SMCI,02/26/2021,01/01/2030,0,0,Bond at 0 quantity,Bond at 0 quantity,0.2373,0.0,0.0,26,N,4000,4G,16000,12000,0,92000,CN,0.0,68000,0,0,0,0,0,0,0,Memory
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851836287,07/02/2021,09/08/2023,21000,21000,21000 units - 2023/09/08,2023/09/08,0.0413,867.3,867.3,20,C,3000,4Y,108000,45000,0,0,CN,980.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851836288,07/02/2021,10/27/2023,9000,9000,9000 units - 2023/10/27,2023/10/27,0.0413,371.7,371.7,20,C,3000,4Y,108000,45000,0,0,CN,420.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851836291,07/02/2021,10/27/2023,24000,24000,24000 units - 2023/10/27,2023/10/27,0.0413,991.2,991.2,20,C,3000,4Y,108000,45000,0,0,CN,1120.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851836293,07/02/2021,09/12/2023,27000,27000,27000 units - 2023/09/12,2023/09/12,0.0413,1115.1,1115.1,20,C,3000,4Y,108000,45000,0,0,CN,1260.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851841373,07/05/2021,09/22/2023,63000,63000,63000 units - 2023/09/22,2023/09/22,0.0413,2601.9,2601.9,20,C,3000,4Y,108000,45000,0,0,CN,2940.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851841376,07/05/2021,09/29/2023,75000,75000,75000 units - 2023/09/29,2023/09/29,0.0413,3097.5,3097.5,20,C,3000,4Y,108000,45000,0,0,CN,3500.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3500130,DIO,8039244,4508134435,08/23/2021,09/26/2023,9000,9000,9000 units - 2023/09/26,2023/09/26,0.1242,1117.8,1117.8,8,C,3000,4Y,0,18000,3000,81000,CN,2850.0,21000,0,0,0,18000,12000,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851890183,09/06/2021,10/27/2023,120000,120000,120000 units - 2023/10/27,2023/10/27,0.0413,4956.0,4956.0,20,C,3000,4Y,108000,45000,0,0,CN,5600.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS004000,JABIL VIETNAM CO. LTD,SND1DDE002302-NR,DIO,4456992,4508313741,10/05/2021,11/10/2023,123000,123000,"123000 units - 2023/11/10;
Bond Exists, 0 Req Qty
",2023/11/10,0.0139,1709.7,1709.7,12,C,3000,04,117000,0,123000,369000,CN,5416.0,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes
