Ship To,Customer Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit
JS005B00,JABIL VIETNAM CO. LTD.,189103664,DIO,7388556,BIM-JABIL VN-SMCI,01/15/2016,01/01/2030,6000,0,Qty: 6000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0103,61.8,0.0,12,C,3000,4X,21000,21000,0,0,CN,318.0,129000,42000,0,0,108000,105000,0,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SND1DDE002302-NR,DIO,4456992,4508650451,12/14/2021,09/22/2023,117000,0,"Qty: 117000 - Man-Alloc-ATS;
Bond Exists, 0 Req Qty
",Issue: Manual Allocation,0.0139,1626.3,0.0,12,C,3000,04,117000,0,123000,369000,CN,5152.0,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,CA763-00012-LC,DIO,7091728,4508909383,02/13/2022,09/09/2023,3000,0,Qty: 3000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0333,99.9,0.0,8,L,3000,29,3000,3000,0,0,CN,340.0,30000,30000,0,0,3000,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECS-FT-20060-LF,DIO,7362841,4509263942,05/04/2022,09/09/2023,258000,0,Qty: 258000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0906,23374.8,0.0,8,C,3000,04,0,1023000,360000,3732000,CN,6880.0,3648000,537000,0,0,582000,0,42000,30000,Small Signal Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055747,08/04/2022,09/12/2023,51000,0,Qty: 51000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0217,1106.7,0.0,8,L,3000,4Y,0,0,0,954000,CN,6120.0,1776000,948000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055748,08/04/2022,08/26/2023,54000,0,Qty: 54000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0217,1171.8,0.0,8,L,3000,4Y,0,0,0,954000,CN,6480.0,1776000,948000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SE27-00010-001,ABR,1213743,4509175456,04/12/2022,10/04/2023,2000,0,2000 units - 2023/08/22,2023/10/04,0.422,844.0,0.0,26,L,1000,68,0,0,0,80000,KR,280.0,11000,0,0,0,0,0,0,0,EMech & PTE
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055750,08/04/2022,09/23/2023,57000,0,Qty: 57000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0217,1236.9,0.0,8,L,3000,4Y,0,0,0,954000,CN,6840.0,1776000,948000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055754,08/04/2022,09/16/2023,78000,0,Qty: 78000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0217,1692.6,0.0,8,L,3000,4Y,0,0,0,954000,CN,9360.0,1776000,948000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW3017266,DIO,3122438,1852073127,08/16/2022,09/08/2023,300000,0,"Qty: 300000 - Man-Alloc-ATS;
Bond Exists, 0 Req Qty
",Issue: Manual Allocation,0.0198,5940.0,0.0,8,L,10000,11,390000,0,0,0,CN,5000.0,1880000,310000,0,0,0,0,0,0,Circuit Protection
JS080200,JABIL VIETNAM CO. LTD.,SW3600187,DIO,4985826,1852083746,09/25/2022,09/02/2023,6000,0,Qty: 6000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0227,136.2,0.0,8,C,3000,04,0,0,0,57000,CN,186.0,168000,168000,0,0,33000,33000,0,0,Small Signal Discretes
JS004001,JABIL VIETNAM CO/LANDIS & GYR INC,69814-3,ZTM,3060501,4510720096,05/24/2023,08/25/2023,12150,0,12150 units - 2023/08/04,2023/08/25,1.05,12757.5,0.0,12,N,150,66,0,0,0,21750,0,1087020.0,0,0,0,0,0,0,0,0,Passives
JS004000,JABIL VIETNAM CO. LTD,SNDHUA10624-NR,DIO,6100350,4510961171,07/24/2023,09/22/2023,9000,0,Qty: 9000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0249,224.1,0.0,8,L,3000,04,0,0,0,0,CN,305.0,252000,225000,0,0,0,0,0,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SNDHUA41692-NR,DIO,3329406,4510992827,08/01/2023,08/08/2023,3000,0,Qty: 3000 - Man-Alloc-ATS,Issue: Manual Allocation,0.0284,85.2,0.0,8,C,3000,04,15000,0,0,0,0,108.0,1023000,846000,0,0,1455000,1437000,252000,231000,Small Signal Discretes
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,192031028,NXP,3075757,BIM-JABIL-NXP-1,02/11/2016,01/01/2030,1722000,0,"12000 units - 2023/08/21;
48000 units - 2023/08/21;
44000 units - 2023/08/24;
60000 units - 2023/08/24;
40000 units - 2023/08/28;
72000 units - 2023/08/29;
12000 units - 2023/08/31;
12000 units - 2023/08/31;
52000 units - 2023/09/01;
40000 units - 2023/09/04;
4000 units - 2023/09/05;
16000 units - 2023/09/05;
68000 units - 2023/09/05;
100000 units - 2023/09/05;
4000 units - 2023/09/12;
8000 units - 2023/09/12;
12000 units - 2023/09/12;
48000 units - 2023/09/12;
84000 units - 2023/09/12;
4000 units - 2023/09/19;
8000 units - 2023/09/19;
28000 units - 2023/09/19;
84000 units - 2023/09/19;
4000 units - 2023/09/26;
8000 units - 2023/09/26;
12000 units - 2023/09/26;
12000 units - 2023/09/26;
12000 units - 2023/09/26;
28000 units - 2023/09/26;
48000 units - 2023/09/26;
56000 units - 2023/09/26;
20000 units - 2023/10/03;
40000 units - 2023/10/03;
100000 units - 2023/10/03;
4000 units - 2023/10/10;
12000 units - 2023/10/10;
44000 units - 2023/10/10;
44000 units - 2023/10/10;
90000 units - 2023/10/10;
56000 units - 2023/10/24;
2000 units - 2023/10/24;
94000 units - 2023/10/27;
22000 units - 2023/11/02;
34000 units - 2023/11/02;
10000 units - 2023/11/02;
82000 units - 2023/11/02;
28000 units - 2023/11/28",2023/11/28,1.1775,2027655.0,0.0,20,L,4000,2N,240000,364000,276000,2560000,TW,1033200.0,156000,0,0,0,0,0,20000,0,Future Connectivity Solutions
JS005B00,JABIL VIETNAM CO. LTD.,GE9938052076,DIO,9045985,BIM-JABIL VN-SMCI,01/15/2016,01/01/2030,87000,0,"36000 units - 2023/09/13;
51000 units - 2024/02/13",2024/02/13,0.0435,3784.5,0.0,8,L,3000,4X,120000,0,9000,129000,0,5075.0,114000,0,0,0,0,0,0,0,Small Signal Discretes
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,192039313,NXP,6095769,BIM-JABIL-NXP,10/26/2018,01/01/2030,140000,100000,"100000 - Alloc;
20000 units - 2023/08/28;
20000 units - 2023/12/01",2023/12/01,0.239,33460.0,23900.0,19,L,4000,08,8000,0,48000,88000,TH,4900.0,112000,0,0,0,0,0,0,0,ANALOG
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,192011245,NXP,3110121,BIM-JABIL-NXP,03/04/2019,01/01/2030,52000,0,"10000 units - 2023/09/07;
10000 units - 2023/10/06;
10000 units - 2023/11/06;
8000 units - 2023/11/22;
10000 units - 2023/11/22;
4000 units - 2023/11/22",2023/11/22,2.388,124176.0,0.0,13,L,2000,1P,5943,8000,4000,84000,TW,27560.0,6000,0,0,0,0,0,0,0,MICROCONTROLLERS
JS005B00,JABIL VIETNAM CO. LTD.,ZB-50-15100-214,CK ,5372180,BIM-JABIL VN-SMCI,07/04/2019,01/01/2030,25000,18000,"18000 - Alloc;
7000 units - 2023/12/29",2023/12/29,0.178,4450.0,3204.0,13,C,1000,22,0,0,2000,56000,FR,15500.0,49000,0,0,0,0,0,0,0,EMech & PTE
JS005B00,JABIL VIETNAM CO. LTD.,SW3900227,NCP,3649001,BIM-JABIL VN-1,07/17/2019,01/01/2030,810,0,"90 units - 2023/09/07;
720 units - 2023/12/26",2023/12/26,0.812,657.72,0.0,20,C,90,85,90,0,0,1350,TW,0.0,2070,0,0,0,360,0,2759,2219,Interconnect
JS005B00,JABIL VIETNAM CO. LTD.,SW3400824,STG,1165834,BIM-JABIL VN-1,07/17/2019,01/01/2030,7500,0,"5000 units - 2023/12/22;
2500 units - 2024/01/24",2024/01/24,0.253,1897.5,0.0,25,N,2500,6I,7500,0,0,10000,MA,2220.0,7500,0,0,0,0,0,0,0,ANALOG
JS0N5B00,JABIL CIRCUIT VIETNAM - NXP,CA780-00601-LC,NXP,4089143,BIM-JABIL-NXP,10/15/2019,01/01/2030,200000,157500,"157500 - Alloc;
7500 units - 2023/10/09;
20000 units - 2023/10/16;
7500 units - 2023/11/14;
7500 units - 2023/12/08",2023/12/08,0.1815,36300.0,28586.25,21,L,2500,5B,0,0,0,235000,CN,40000.0,157500,0,0,0,0,0,0,0,Sensors
JS005B00,JABIL VIETNAM CO. LTD.,CA763-00003-LC,DIO,5049115,BIM-JABIL VN-SMCI,10/29/2019,01/01/2030,2000,0,"1000 units - 2023/09/19;
1000 units - 2023/09/19",2023/09/19,0.058,116.0,0.0,8,L,1000,04,0,0,0,52000,0,400.0,0,0,0,0,0,0,0,0,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,SW5200113,LF ,4144841,BIM-JABIL VN-1,06/08/2021,01/01/2030,1500,0,1500 units - 2023/08/17,2023/08/17,0.2814,422.1,0.0,13,L,1500,14,1500,0,0,13500,0,214.0,3000,0,0,0,0,0,0,0,Circuit Protection
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055756,08/04/2022,11/11/2023,75000,0,75000 units - 2024/01/26,2024/01/26,0.0217,1627.5,0.0,8,L,3000,4Y,0,0,0,954000,CN,9000.0,1776000,948000,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055757,08/04/2022,12/09/2023,72000,69000,"69000 - Alloc;
3000 units - 2024/02/19",2024/02/19,0.0217,1562.4,1497.3,8,L,3000,4Y,0,0,0,954000,CN,8640.0,1776000,948000,0,0,0,0,0,0,Discretes
JS004001,JABIL VIETNAM CO/LANDIS & GYR INC,69814-3,ZTM,3060501,4510720100,05/24/2023,08/25/2023,9600,0,9600 units - 2023/08/04,2023/08/25,1.05,10080.0,0.0,12,N,150,66,0,0,0,21750,0,858880.0,0,0,0,0,0,0,0,0,Passives
JS010800,JABIL VIETNAM CO. LTD,SE50-00105-001,NXP,2166242,4509713712,06/15/2023,10/10/2023,1216,0,"Qty:152 - Part-Man-Alloc-ATS;
1064 units - 2023/08/18",2023/10/10,12.1797,14810.52,0.0,16,N,152,1H,2432,0,0,5168,KR,5520.0,1064,1064,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00105-001,NXP,2166242,4509713713,06/15/2023,10/31/2023,1216,0,"1064 units - 2023/08/18;
152 units - 2023/08/22",2023/10/31,12.1797,14810.52,0.0,16,N,152,1H,2432,0,0,5168,KR,5520.0,1064,1064,0,0,0,0,0,0,Future Intelligent Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00105-001,NXP,2166242,4509763847,06/15/2023,10/24/2023,304,0,"152 units - 2023/08/18;
152 units - 2023/08/18",2023/10/24,12.1797,3702.63,0.0,16,N,152,1H,2432,0,0,5168,KR,1380.0,1064,1064,0,0,0,0,0,0,Future Intelligent Solutions
JS080200,JABIL VIETNAM CO. LTD.,SNDHUA40541-NR,DIO,7159650,1851832180,06/29/2021,12/08/2023,3000,0,3000 units - 2023/12/08,2023/12/08,0.071,213.0,0.0,8,C,3000,04,9000,0,0,219000,CN,136.0,1353000,1131000,0,0,525000,423000,9000,9000,Small Signal Discretes
JS080200,JABIL VIETNAM CO. LTD.,SNDHUA40541-NR,DIO,7159650,1851832181,06/29/2021,03/01/2024,3000,0,3000 units - 2024/03/01,2024/03/01,0.071,213.0,0.0,8,C,3000,04,9000,0,0,219000,CN,136.0,1353000,1131000,0,0,525000,423000,9000,9000,Small Signal Discretes
JS080200,JABIL VIETNAM CO. LTD.,SW5010155,DIO,2132320,1852055759,08/04/2022,12/09/2023,57000,0,57000 units - 2024/02/19,2024/02/19,0.0217,1236.9,0.0,8,L,3000,4Y,0,0,0,954000,CN,6840.0,1776000,948000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,CA774-00060-LC,DIO,9938655,4509787517,09/12/2022,03/25/2024,5000,0,5000 units - 2024/05/07,2024/05/07,0.0447,223.5,0.0,8,C,5000,4X,5000,0,0,25000,TW,0.0,35000,10000,0,0,0,0,35000,35000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,CA774-00060-LC,DIO,9938655,4509999266,11/06/2022,12/11/2023,5000,0,5000 units - 2024/04/01,2024/04/01,0.0447,223.5,0.0,8,C,5000,4X,5000,0,0,25000,TW,0.0,35000,10000,0,0,0,0,35000,35000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,CA774-00060-LC,DIO,9938655,4510104584,12/05/2022,01/01/2024,5000,0,5000 units - 2024/04/01,2024/04/01,0.0447,223.5,0.0,8,C,5000,4X,5000,0,0,25000,TW,0.0,35000,10000,0,0,0,0,35000,35000,Small Signal Discretes
JS005B00,JABIL VIETNAM CO. LTD.,CA780-00682-LC,ITS,2030141,BIM-JABIL VN-SMCI,12/29/2022,01/01/2030,21000,12000,"12000 - Alloc;
3000 units - 2023/12/13;
3000 units - 2024/01/09;
3000 units - 2024/01/19",2024/01/19,1.525,32025.0,18300.0,52,N,3000,6I,0,0,0,9000,MY,1680.0,12000,0,0,0,0,0,0,0,ANALOG
JS005B00,JABIL VIETNAM CO. LTD.,CA760-00244-LC,DIO,3101737,BIM-JABIL VN-SMCI,01/02/2023,01/01/2030,2000,0,2000 units - 2024/02/22,2024/02/22,0.705,1410.0,0.0,8,L,1000,68,1000,0,0,14000,TW,310.0,5000,0,0,0,0,0,0,0,EMech & PTE
JS005B00,JABIL VIETNAM CO. LTD.,SW3400881,DIO,8058795,BIM-JABIL VN-SMCI,02/08/2023,01/01/2030,130000,40000,"40000 - Alloc;
5000 units - 2024/01/04;
10000 units - 2024/01/18;
10000 units - 2024/02/22;
65000 units - 2024/03/25",2024/03/25,0.0248,3224.0,992.0,8,L,5000,16,0,0,0,290000,CN,4420.0,210000,0,0,0,0,0,0,0,ANALOG
JS004000,JABIL VIETNAM CO. LTD,ECMP000289,LF ,7064075,4510391649,02/27/2023,11/25/2023,5000,3000,"3000 - Alloc;
2000 units - 2023/12/14",2023/12/14,0.0297,148.5,89.1,12,L,500,1V,10000,0,5000,7000,CN,11400.0,14000,0,0,0,0,0,0,0,Circuit Protection
JS004000,JABIL VIETNAM CO. LTD,P1089829,DIO,7131976,4510751804,06/01/2023,12/02/2023,60000,0,"6000 units - 2024/01/29;
12000 units - 2024/02/07;
18000 units - 2024/02/21;
24000 units - 2024/03/26",2024/03/26,0.02,1200.0,0.0,8,C,3000,11,60000,0,0,345000,CN,3067.0,291000,96000,0,0,0,0,0,0,Circuit Protection
JS004000,JABIL VIETNAM CO. LTD,192060053,DIO,7157070,4510803599,06/13/2023,10/14/2023,6000,0,"3000 units - 2023/10/20;
3000 units - 2023/11/10",2023/11/10,0.085,510.0,0.0,8,L,3000,42,6000,0,0,99000,0,960.0,0,0,0,0,0,0,0,0,ANALOG
JS010800,JABIL VIETNAM CO. LTD,PD50-00003-001,NXP,8172035,4510828332,06/19/2023,12/30/2023,8000,0,8000 units - Supplier Commit Pending,Commit date required,0.0906,724.8,0.0,39,N,4000,2N,0,0,0,3712000,0,394.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840263,06/21/2023,12/05/2023,36000,0,"8000 units - 2024/01/15;
28000 units - Supplier Commit Pending",Commit date required,0.0906,3261.6,0.0,39,N,4000,2N,0,0,0,3712000,0,1774.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840268,06/21/2023,12/05/2023,196000,0,"8000 units - Supplier Commit Pending;
24000 units - Supplier Commit Pending;
164000 units - Supplier Commit Pending",Commit date required,0.0906,17757.6,0.0,39,N,4000,2N,0,0,0,3712000,0,9660.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840270,06/21/2023,12/19/2023,252000,0,"32000 units - Supplier Commit Pending;
4000 units - Supplier Commit Pending;
216000 units - Supplier Commit Pending",Commit date required,0.0906,22831.2,0.0,39,N,4000,2N,0,0,0,3712000,0,12420.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840273,06/21/2023,12/26/2023,68000,0,"24000 units - Supplier Commit Pending;
24000 units - Supplier Commit Pending;
20000 units - Supplier Commit Pending",Commit date required,0.0906,6160.8,0.0,39,N,4000,2N,0,0,0,3712000,0,3351.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840275,06/21/2023,12/26/2023,80000,0,"48000 units - Supplier Commit Pending;
32000 units - Supplier Commit Pending",Commit date required,0.0906,7248.0,0.0,39,N,4000,2N,0,0,0,3712000,0,3943.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840276,06/21/2023,12/26/2023,8000,0,8000 units - Supplier Commit Pending,Commit date required,0.0906,724.8,0.0,39,N,4000,2N,0,0,0,3712000,0,394.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840281,06/21/2023,12/26/2023,96000,0,"48000 units - Supplier Commit Pending;
8000 units - Supplier Commit Pending;
40000 units - Supplier Commit Pending",Commit date required,0.0906,8697.6,0.0,39,N,4000,2N,0,0,0,3712000,0,4731.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840286,06/21/2023,01/02/2024,36000,0,"24000 units - Supplier Commit Pending;
12000 units - Supplier Commit Pending",Commit date required,0.0906,3261.6,0.0,39,N,4000,2N,0,0,0,3712000,0,1774.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840287,06/21/2023,01/02/2024,88000,0,"72000 units - Supplier Commit Pending;
16000 units - Supplier Commit Pending",Commit date required,0.0906,7972.8,0.0,39,N,4000,2N,0,0,0,3712000,0,4337.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840290,06/21/2023,01/02/2024,24000,0,24000 units - Supplier Commit Pending,Commit date required,0.0906,2174.4,0.0,39,N,4000,2N,0,0,0,3712000,0,1183.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS010800,JABIL VIETNAM CO. LTD,SE50-00004-001,NXP,8172035,4510840292,06/21/2023,01/02/2024,64000,0,"12000 units - Supplier Commit Pending;
36000 units - Supplier Commit Pending;
16000 units - Supplier Commit Pending",Commit date required,0.0906,5798.4,0.0,39,N,4000,2N,0,0,0,3712000,0,3154.0,0,0,0,0,0,0,0,0,Future Connectivity Solutions
JS004000,JABIL VIETNAM CO. LTD,192044096,DIO,8165898,4510930752,07/17/2023,02/27/2024,12000,0,"3000 units - 2024/05/06;
3000 units - 2024/06/10;
3000 units - 2024/06/10;
3000 units - 2024/06/10",2024/06/10,0.049,588.0,0.0,20,C,3000,09,0,0,0,219000,CN,3680.0,45000,45000,0,0,0,0,0,0,ANALOG
JS004000,JABIL VIETNAM CO. LTD,SEECI-FT-B4227-LF,INA,4175362,4510939366,07/18/2023,05/10/2024,1000,0,1000 units - Supplier Commit Pending,Commit date required,0.84,840.0,0.0,30,L,50,26,0,0,0,86000,CN,3460.0,1000,0,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,P1089829,DIO,7131976,4510957180,07/23/2023,02/17/2024,36000,0,36000 units - 2024/06/19,2024/06/19,0.02,720.0,0.0,8,C,3000,11,60000,0,0,345000,CN,1840.0,291000,96000,0,0,0,0,0,0,Circuit Protection
JS004000,JABIL VIETNAM CO. LTD,192044096,DIO,8165898,4510956928,07/23/2023,03/12/2024,18000,0,"6000 units - 2024/06/10;
12000 units - Supplier Commit Pending",Commit date required,0.049,882.0,0.0,20,C,3000,09,0,0,0,219000,CN,5520.0,45000,45000,0,0,0,0,0,0,ANALOG
JS004000,JABIL VIETNAM CO. LTD,SEECI-FT-B4227-LF,INA,4175362,4510965574,07/25/2023,05/17/2024,3000,0,3000 units - Supplier Commit Pending,Commit date required,0.84,2520.0,0.0,30,L,50,26,0,0,0,86000,CN,10380.0,1000,0,0,0,0,0,0,0,Discretes
JS005B00,JABIL VIETNAM CO. LTD.,ZB-IC000191A01,STG,8165685,1853051398-9529-R,07/29/2023,07/30/2023,1008,0,"1008 units - 2023/09/11;
Bond Exists, 0 Req Qty
",2023/09/11,6.05,6098.4,0.0,20,N,1008,3H,0,0,0,42336,TW,2230.0,1008,0,0,0,0,0,0,0,MICROCONTROLLERS
JS004000,JABIL VIETNAM CO. LTD,SEECI-FT-B4227-LF,INA,4175362,4510992293,08/01/2023,05/03/2024,2000,0,2000 units - Supplier Commit Pending,Commit date required,0.84,1680.0,0.0,30,L,50,26,0,0,0,86000,CN,6920.0,1000,0,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SEECI-FT-B4227-LF,INA,4175362,4510992294,08/01/2023,05/17/2024,2000,0,2000 units - Supplier Commit Pending,Commit date required,0.84,1680.0,0.0,30,L,50,26,0,0,0,86000,CN,6920.0,1000,0,0,0,0,0,0,0,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SNDHUA40541-NR,DIO,7159650,1851832182,06/29/2021,01/19/2024,3000,0,3000 units - 2024/01/19,2024/01/19,0.071,213.0,0.0,8,C,3000,04,9000,0,0,219000,CN,136.0,1353000,1131000,0,0,525000,423000,9000,9000,Small Signal Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851841380,07/05/2021,10/13/2023,66000,0,66000 units - 2023/10/13,2023/10/13,0.0413,2725.8,0.0,20,C,3000,4Y,108000,45000,0,0,CN,3080.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,72375-1,DIO,9049084,1851865237,08/02/2021,10/06/2023,39000,0,39000 units - 2023/10/06,2023/10/06,0.0413,1610.7,0.0,20,C,3000,4Y,108000,45000,0,0,CN,1820.0,1560000,924000,0,0,987000,840000,192000,189000,Discretes
JS004000,JABIL VIETNAM CO. LTD,CA785-00382-LC,PER,7111305,4508101693,08/16/2021,02/09/2024,2500,0,2500 units - 2024/02/09,2024/02/09,0.152,380.0,0.0,24,C,2500,25,0,0,5000,110000,TW,0.0,77500,65000,0,0,22500,5000,0,0,ANALOG
JS004000,JABIL VIETNAM CO. LTD,SNDHUA39593-NR,DIO,2108052,4508104861,08/16/2021,10/13/2023,20000,0,20000 units - 2023/10/13,2023/10/13,0.0299,598.0,0.0,8,L,10000,4Y,0,0,0,40000,CN,920.0,20000,20000,0,0,0,0,0,0,Discretes
JS004000,JABIL VIETNAM CO. LTD,SW3016770,DIO,4117611,4508225999,09/13/2021,02/10/2024,69000,0,69000 units - 2024/02/12,2024/02/10,0.01764,1217.16,0.0,8,L,3000,4X,0,0,0,0,CN,1932.0,213000,189000,0,0,0,0,0,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,CA785-00382-LC,PER,7111305,4508280943,09/24/2021,02/11/2024,2500,0,2500 units - 2024/02/12,2024/02/11,0.152,380.0,0.0,24,C,2500,25,0,0,5000,110000,TW,0.0,77500,65000,0,0,22500,5000,0,0,ANALOG
JS080200,JABIL VIETNAM CO. LTD.,P1050934,PER,2119244,1851906254,09/29/2021,10/14/2023,10000,0,10000 units - 2023/10/16,2023/10/14,0.333,3330.0,0.0,24,L,2500,05,0,0,0,27500,TW,2560.0,22500,12500,0,0,5000,5000,0,0,ANALOG
JS004000,JABIL VIETNAM CO. LTD,CA785-00382-LC,PER,7111305,4508318049,10/04/2021,02/18/2024,2500,0,2500 units - 2024/02/19,2024/02/18,0.152,380.0,0.0,24,C,2500,25,0,0,5000,110000,TW,0.0,77500,65000,0,0,22500,5000,0,0,ANALOG
JS080200,JABIL VIETNAM CO. LTD.,SNDPFX060658H-NR,DIO,3830908,1851909493,10/04/2021,11/10/2023,36000,0,"36000 units - 2023/11/10;
Bond Exists, 0 Req Qty
",2023/11/10,0.0119,428.4,0.0,8,C,3000,04,0,0,0,381000,CN,1592.0,150000,150000,0,0,9000,9000,117000,36000,Small Signal Discretes
JS080200,JABIL VIETNAM CO. LTD.,SNDPFX060658H-NR,DIO,3830908,1851909494,10/04/2021,11/24/2023,48000,0,"48000 units - 2023/11/24;
Bond Exists, 0 Req Qty
",2023/11/24,0.0119,571.2,0.0,8,C,3000,04,0,0,0,381000,CN,2123.0,150000,150000,0,0,9000,9000,117000,36000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SND1DDE002302-NR,DIO,4456992,4508313747,10/05/2021,11/10/2023,48000,0,"48000 units - 2023/11/10;
Bond Exists, 0 Req Qty
",2023/11/10,0.0139,667.2,0.0,12,C,3000,04,117000,0,123000,369000,CN,2114.0,825000,411000,0,0,231000,108000,558000,174000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,SNDHUA19375-NR,DIO,2443414,4508313829,10/05/2021,01/12/2024,20000,0,20000 units - 2024/01/12,2024/01/12,0.0372,744.0,0.0,8,C,5000,4V,0,20000,0,300000,TW,2948.0,1457982,870000,0,0,755000,700000,440000,375000,Discretes
JS080200,JABIL VIETNAM CO. LTD.,SNDHUA40541-NR,DIO,7159650,1851911158,10/06/2021,05/03/2024,6000,0,6000 units - 2024/05/03,2024/05/03,0.071,426.0,0.0,8,C,3000,04,9000,0,0,219000,CN,272.0,1353000,1131000,0,0,525000,423000,9000,9000,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,DQ11000004,DIO,3275963,4508412861,10/25/2021,10/25/2023,213000,0,213000 units - 2023/10/25,2023/10/25,0.0099,2108.7,0.0,8,C,3000,04,216000,0,0,0,CN,8695.0,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,DQ11000004,DIO,3275963,4508412909,10/25/2021,10/04/2023,174000,0,174000 units - 2023/10/04,2023/10/04,0.0099,1722.6,0.0,8,C,3000,04,216000,0,0,0,CN,7103.0,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes
JS004000,JABIL VIETNAM CO. LTD,DQ11000004,DIO,3275963,4508412942,10/25/2021,11/15/2023,171000,0,171000 units - 2023/11/15,2023/11/15,0.0099,1692.9,0.0,8,C,3000,04,216000,0,0,0,CN,6981.0,6192000,4266000,0,0,33000,33000,42000,0,Small Signal Discretes
