Ship To,Bill Name,Customer Part.,Mfr,Item No,Order Number,Date Ordered,Date Required,Qty Required,Qty Allocated,Current Customer Commit,Current Commit Date,Resale Price,Value USD,Value Alloc USD,LeadTime,Product Type,MPQ,Class,Usage Last Month,Usage 2 Mths ago,Usage 3 Mths ago,Total PBO Qty,Country Of Origin,Weight(grams),Stock Asia,Stock Asia Available,Stock Canada,Stock Canada Available,Stock Europe,Stock Europe Available,Stock US,Stock US Available,Business Unit,Days Late,Order Month
JS004000,JABIL VIETNAM CO. LTD  ,P1089829,DIO,7131976,4510294435,1/31/2023,10/28/2023,75000,0,72000,11/23/2023,0.02,1500,0,8,C,3000,11,60000,0,0,345000,CN,3833,291000,96000,0,0,0,0,0,0,Circuit Protection,-26,1
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299397,2/2/2023,1/27/2024,18240,0,2280,4/23/2024,4.5019,82114.66,0,16,L,760,1H,0,31920,35720,338200,0,48960,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-87,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299398,2/2/2023,1/20/2024,17480,0,7600,4/23/2024,4.5019,78693.21,0,16,L,760,1H,0,31920,35720,338200,0,46920,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-94,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299400,2/2/2023,1/13/2024,21280,0,1520,4/16/2024,4.5019,95800.43,0,16,L,760,1H,0,31920,35720,338200,0,57120,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-94,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299401,2/2/2023,1/6/2024,19000,0,12160,2/13/2024,4.5019,85536.1,0,16,L,760,1H,0,31920,35720,338200,0,51000,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-38,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299402,2/2/2023,12/30/2023,19760,0,15960,1/17/2024,4.5019,88957.54,0,16,L,760,1H,0,31920,35720,338200,0,53040,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-18,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299403,2/2/2023,12/23/2023,20520,0,12160,1/17/2024,4.5019,92378.99,0,16,L,760,1H,0,31920,35720,338200,0,55080,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-25,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299404,2/2/2023,12/16/2023,17480,0,4560,1/17/2024,4.5019,78693.21,0,16,L,760,1H,0,31920,35720,338200,0,46920,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-32,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510299405,2/2/2023,12/9/2023,19760,0,760,1/15/2024,4.5019,88957.54,0,16,L,760,1H,0,31920,35720,338200,0,53040,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-37,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-FT-20060-LF,DIO,7362841,4510313245,2/6/2023,12/23/2023,216000,0,168000,2/9/2024,0.0906,19569.6,0,8,C,3000,4,0,1023000,360000,3732000,CN,5760,3648000,537000,0,0,582000,0,42000,30000,Small Signal Discretes,-48,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510312163,2/6/2023,1/27/2024,760,0,760,4/23/2024,4.5019,3421.44,0,16,L,760,1H,0,31920,35720,338200,0,2040,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-87,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510312164,2/6/2023,2/3/2024,8360,0,1520,5/13/2024,4.5019,37635.88,0,16,L,760,1H,0,31920,35720,338200,0,22440,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-100,2
JS004000,JABIL VIETNAM CO. LTD  ,P100011640,DIO,5047154,4510315287,2/6/2023,9/2/2023,170000,170000,170000,9/2/2023,0.0133,2261,2261,8,C,5000,4V,155000,30000,0,0,TW,25369,6505000,5060000,0,0,615000,545000,2660000,2340000,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318586,2/7/2023,9/5/2023,159000,159000,159000,9/5/2023,0.0078,1240.2,1240.2,8,C,3000,4X,0,0,0,1956000,CN,5936,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-5245B-LF,DIO,4413167,4510318587,2/7/2023,9/22/2023,141000,141000,141000,9/22/2023,0.0078,1099.8,1099.8,8,C,3000,4X,0,0,0,1956000,CN,5264,4305000,2187000,0,0,447000,399000,894000,54000,Small Signal Discretes,0,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510335000,2/12/2023,2/10/2024,12160,0,1520,5/13/2024,4.5019,54743.1,0,16,L,760,1H,0,31920,35720,338200,0,32640,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-93,2
JS004000,JABIL VIETNAM CO. LTD  ,P1127369,DIO,8157947,4510344115,2/14/2023,12/29/2023,10000,0,10000,12/29/2023,0.0387,387,0,8,C,5000,16,5000,20000,20000,15000,CN,400,120000,10000,0,0,0,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SW3016263,DIO,8086815,4510361614,2/19/2023,2/24/2024,10000,0,10000,3/14/2024,0.0345,345,0,8,C,10000,4Y,0,0,0,20000,0,620,0,0,0,0,40000,40000,0,0,Discretes,-19,2
JS004000,JABIL VIETNAM CO. LTD  ,192102020,DIO,4061419,4510365050,2/20/2023,9/12/2023,24000,24000,24000,9/12/2023,0.075,1800,1800,8,C,3000,5D,0,0,0,0,CN,2080,63000,39000,0,0,3000,0,0,0,ANALOG,0,2
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510374844,2/22/2023,9/19/2023,17500,0,5000,10/26/2023,0.3,5250,0,8,C,2500,4Y,0,92500,0,617500,CN,2450,175000,0,0,0,0,0,0,0,Discretes,-37,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-FT-20060-LF,DIO,7362841,4510388781,2/27/2023,12/30/2023,396000,0,270000,2/21/2024,0.0906,35877.6,0,8,C,3000,4,0,1023000,360000,3732000,CN,10560,3648000,537000,0,0,582000,0,42000,30000,Small Signal Discretes,-53,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510388783,2/27/2023,11/18/2023,65000,0,65000,11/18/2023,0.0261,1696.5,0,8,C,5000,4V,0,0,0,4975000,CN,9287,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510388784,2/27/2023,12/30/2023,10000,0,10000,12/30/2023,0.0261,261,0,8,C,5000,4V,0,0,0,4975000,CN,1429,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510390336,2/27/2023,2/17/2024,760,0,760,5/13/2024,4.5019,3421.44,0,16,L,760,1H,0,31920,35720,338200,0,2040,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-86,2
JS010800,JABIL VIETNAM CO. LTD  ,P1097845,NXP,2139983,4510390337,2/27/2023,2/24/2024,15200,0,6080,5/13/2024,4.5019,68428.88,0,16,L,760,1H,0,31920,35720,338200,0,40800,0,0,0,0,0,0,0,0,Future Intelligent Solutions,-79,2
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510389048,3/3/2023,1/13/2024,5000,0,5000,1/13/2024,0.0261,130.5,0,8,C,5000,4V,0,0,0,4975000,CN,714,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510413676,3/5/2023,9/19/2023,17500,17500,17500,9/19/2023,0.2082,3643.5,3643.5,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SW3500104,DIO,5777099,4510413849,3/5/2023,12/16/2023,3000,0,3000,2/22/2024,0.0863,258.9,0,12,C,3000,4Y,0,0,0,162000,CN,136,42000,0,0,0,54000,0,42000,33000,Discretes,-68,3
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510416132,3/5/2023,10/13/2023,45000,0,15000,11/13/2023,0.0847,3811.5,0,8,L,3000,5B,69000,0,96000,192000,CN,2100,237000,66000,0,0,0,0,0,0,Sensors,-31,3
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510416133,3/5/2023,11/3/2023,30000,0,15000,1/5/2024,0.0847,2541,0,8,L,3000,5B,69000,0,96000,192000,CN,1400,237000,66000,0,0,0,0,0,0,Sensors,-63,3
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510416134,3/5/2023,11/17/2023,48000,0,36000,1/8/2024,0.0847,4065.6,0,8,L,3000,5B,69000,0,96000,192000,CN,2240,237000,66000,0,0,0,0,0,0,Sensors,-52,3
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510416135,3/5/2023,12/29/2023,42000,0,42000,1/19/2024,0.0847,3557.4,0,8,L,3000,5B,69000,0,96000,192000,CN,1960,237000,66000,0,0,0,0,0,0,Sensors,-21,3
JS004000,JABIL VIETNAM CO. LTD  ,GE994000000176,DIO,8155470,4510416136,3/5/2023,2/23/2024,9000,0,9000,3/4/2024,0.0847,762.3,0,8,L,3000,5B,69000,0,96000,192000,CN,420,237000,66000,0,0,0,0,0,0,Sensors,-10,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510418312,3/6/2023,12/2/2023,70000,0,70000,12/2/2023,0.0261,1827,0,8,C,5000,4V,0,0,0,4975000,CN,10002,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510418313,3/6/2023,12/16/2023,80000,0,35000,12/16/2023,0.0261,2088,0,8,C,5000,4V,0,0,0,4975000,CN,11431,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510418467,3/6/2023,12/30/2023,40000,0,40000,12/30/2023,0.0261,1044,0,8,C,5000,4V,0,0,0,4975000,CN,5715,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P100011640,DIO,5047154,4510419752,3/6/2023,9/30/2023,20000,20000,20000,9/30/2023,0.0133,266,266,8,C,5000,4V,155000,30000,0,0,TW,2985,6505000,5060000,0,0,615000,545000,2660000,2340000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510425534,3/7/2023,9/16/2023,12500,12500,12500,9/16/2023,0.2082,2602.5,2602.5,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000463,MCP,6171479,4510447002,3/14/2023,2/16/2024,6000,0,6000,2/16/2024,0.135,810,0,52,N,3000,4G,0,0,0,54000,0,0,0,0,0,0,0,0,0,0,Memory,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SW3500104,DIO,5777099,4510469970,3/19/2023,1/13/2024,3000,0,3000,2/22/2024,0.0863,258.9,0,12,C,3000,4Y,0,0,0,162000,CN,136,42000,0,0,0,54000,0,42000,33000,Discretes,-40,3
JS004000,JABIL VIETNAM CO. LTD  ,P1130899,DIO,9032205,4510470062,3/19/2023,9/26/2023,12500,12500,12500,9/26/2023,0.2082,2602.5,2602.5,8,C,2500,4Y,17500,27500,42500,237500,CN,0,437500,302500,0,0,45000,35000,5000,5000,Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510473232,3/20/2023,9/19/2023,25000,25000,25000,9/19/2023,0.038,950,950,8,C,5000,11,5000,170000,40000,175000,TW,4196,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,3
JS010800,JABIL VIETNAM CO. LTD  ,192060615,NXP,5123311,4510469918,3/20/2023,1/2/2024,6000,0,6000,1/9/2024,0.69,4140,0,20,L,6000,5,0,6000,0,30000,PH,2040,0,0,0,0,0,0,0,0,ANALOG,-7,3
JS010800,JABIL VIETNAM CO. LTD  ,192060615,NXP,5123311,4510469916,3/20/2023,12/12/2023,6000,0,6000,12/18/2023,0.69,4140,0,20,L,6000,5,0,6000,0,30000,PH,2040,0,0,0,0,0,0,0,0,ANALOG,-6,3
JS004000,JABIL VIETNAM CO. LTD  ,P1089829,DIO,7131976,4510496380,3/26/2023,12/23/2023,81000,0,36000,4/24/2024,0.02,1620,0,8,C,3000,11,60000,0,0,345000,CN,4140,291000,96000,0,0,0,0,0,0,Circuit Protection,-123,3
JS004000,JABIL VIETNAM CO. LTD  ,ZB-50-15100-313,ESW,2025151,4510497991,3/27/2023,7/29/2023,10000,10000,10000,8/9/2023,0.098,980,980,17,L,1000,22,0,31000,0,45000,0,4920,10000,0,0,0,0,0,0,0,EMech & PTE,-11,3
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510498226,3/27/2023,9/19/2023,25000,25000,25000,9/19/2023,0.038,950,950,8,C,5000,11,5000,170000,40000,175000,TW,4196,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,3
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000289,LF ,7064075,4510501986,3/27/2023,1/6/2024,5000,0,5000,1/6/2024,0.0297,148.5,0,12,L,500,1V,10000,0,5000,7000,CN,11400,14000,0,0,0,0,0,0,0,Circuit Protection,0,3
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-TR-20V10-LF,DIO,1681873,4510506221,3/28/2023,1/13/2024,21000,0,12000,1/13/2024,0.133,2793,0,8,C,3000,4,0,90000,6000,231000,CN,953,258000,0,0,0,3000,3000,0,0,Small Signal Discretes,0,3
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510519786,4/2/2023,11/4/2023,15000,0,15000,11/6/2023,0.3,4500,0,8,C,2500,4Y,0,92500,0,617500,CN,2100,175000,0,0,0,0,0,0,0,Discretes,-2,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510525269,4/3/2023,9/19/2023,15000,15000,15000,9/19/2023,0.038,570,570,8,C,5000,11,5000,170000,40000,175000,TW,2517,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510525270,4/3/2023,9/19/2023,30000,30000,30000,9/19/2023,0.038,1140,1140,8,C,5000,11,5000,170000,40000,175000,TW,5035,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510525271,4/3/2023,9/19/2023,30000,30000,30000,9/19/2023,0.038,1140,1140,8,C,5000,11,5000,170000,40000,175000,TW,5035,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510525272,4/3/2023,9/19/2023,25000,25000,25000,9/19/2023,0.038,950,950,8,C,5000,11,5000,170000,40000,175000,TW,4196,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA22183KP-NR,DIO,9717174,4510525273,4/3/2023,9/19/2023,30000,30000,30000,9/19/2023,0.038,1140,1140,8,C,5000,11,5000,170000,40000,175000,TW,5035,1195000,820000,0,0,245000,200000,30000,15000,Circuit Protection,0,4
JS004000,JABIL VIETNAM CO. LTD  ,SW3500092,DIO,9067831,4510527845,4/3/2023,2/3/2024,6000,0,6000,2/22/2024,0.1356,813.6,0,8,C,3000,4,12000,0,0,21000,0,280,0,0,0,0,3000,0,0,0,Small Signal Discretes,-19,4
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000923,LF ,9108124,4510527860,4/3/2023,6/19/2023,3000,0,3000,11/16/2023,0.362,1086,0,12,L,500,10,500,0,0,3000,0,10320,0,0,0,0,0,0,0,0,Circuit Protection,-150,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510534706,4/4/2023,9/26/2023,5000,5000,5000,9/26/2023,0.3,1500,1500,8,C,2500,4Y,0,92500,0,617500,CN,700,175000,0,0,0,0,0,0,0,Discretes,0,4
JS010603,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,1852125203,4/6/2023,6/23/2023,10400,0,1300,3/19/2024,2.581,26842.4,0,26,L,1300,5D,0,19500,1300,23400,0,11840,0,0,0,0,0,0,0,0,ANALOG,-270,4
JS004000,JABIL VIETNAM CO. LTD  ,188985682,DIO,7099693,4510546685,4/9/2023,3/5/2024,42000,0,9000,3/5/2024,0.044,1848,0,8,I,3000,4Y,60000,60000,0,93000,CN,3220,6000,6000,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,ZB-50-15100-313,ESW,2025151,4510550669,4/10/2023,9/2/2023,10000,0,10000,9/5/2023,0.098,980,0,17,L,1000,22,0,31000,0,45000,0,4920,10000,0,0,0,0,0,0,0,EMech & PTE,-3,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510556559,4/11/2023,9/26/2023,5000,5000,5000,9/26/2023,0.3,1500,1500,8,C,2500,4Y,0,92500,0,617500,CN,700,175000,0,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510564591,4/13/2023,9/26/2023,2500,2500,2500,9/26/2023,0.3,750,750,8,C,2500,4Y,0,92500,0,617500,CN,350,175000,0,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510566179,4/13/2023,9/19/2023,35000,0,15000,10/26/2023,0.3,10500,0,8,C,2500,4Y,0,92500,0,617500,CN,4900,175000,0,0,0,0,0,0,0,Discretes,-37,4
JS004000,JABIL VIETNAM CO. LTD  ,SNDHUA38265-NR,DIO,8672685,4510574973,4/16/2023,9/29/2023,60000,60000,60000,9/29/2023,0.0114,684,684,8,C,3000,2,0,0,60000,315000,CN,2419,2625000,2514000,0,0,507000,99000,339000,222000,Small Signal Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000222,DIO,9049860,4510586803,4/19/2023,8/29/2023,75000,75000,75000,8/29/2023,0.0623,4672.5,4672.5,8,C,3000,9,99000,0,0,972000,CN,4750,720000,585000,0,0,645000,606000,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000222,DIO,9049860,4510586808,4/19/2023,8/29/2023,51000,51000,51000,8/29/2023,0.0623,3177.3,3177.3,8,C,3000,9,99000,0,0,972000,CN,3230,720000,585000,0,0,645000,606000,0,0,ANALOG,0,4
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000222,DIO,9049860,4510586812,4/19/2023,8/29/2023,9000,9000,9000,8/29/2023,0.0623,560.7,560.7,8,C,3000,9,99000,0,0,972000,CN,570,720000,585000,0,0,645000,606000,0,0,ANALOG,0,4
JS010800,JABIL VIETNAM CO. LTD  ,PD50-00003-001,NXP,2092886,4510603987,4/24/2023,9/16/2023,32000,32000,32000,9/16/2023,0.0906,2899.2,2899.2,39,N,4000,2N,0,1416000,1200000,1148000,TH,1577,1088000,0,0,0,0,0,124000,0,Future Connectivity Solutions,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510619493,4/27/2023,4/27/2024,22500,0,22500,7/22/2024,0.3,6750,0,8,C,2500,4Y,0,92500,0,617500,CN,3150,175000,0,0,0,0,0,0,0,Discretes,-86,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510619496,4/27/2023,1/6/2024,20000,0,20000,1/6/2024,0.3,6000,0,8,C,2500,4Y,0,92500,0,617500,CN,2800,175000,0,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1099876,DIO,6121091,4510619498,4/27/2023,1/20/2024,20000,0,12500,1/20/2024,0.3,6000,0,8,C,2500,4Y,0,92500,0,617500,CN,2800,175000,0,0,0,0,0,0,0,Discretes,0,4
JS004000,JABIL VIETNAM CO. LTD  ,P1089829,DIO,7131976,4510622021,4/28/2023,1/20/2024,75000,0,30000,6/19/2024,0.02,1500,0,8,C,3000,11,60000,0,0,345000,CN,3833,291000,96000,0,0,0,0,0,0,Circuit Protection,-151,4
JS004000,JABIL VIETNAM CO. LTD  ,MU140-00015,LF ,8173937,4510653606,5/8/2023,8/6/2023,10000,0,10000,9/7/2023,0.025,250,0,11,L,10000,11,60000,0,0,50000,0,636,0,0,0,0,0,0,0,0,Circuit Protection,-32,5
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000939,ASM,7135898,4510654297,5/8/2023,8/12/2023,100002,0,2,8/23/2023,0.3445,34450.69,0, ,S,1,S2,99982,200002,0,300008,0,2870187,0,0,0,0,0,0,0,0,Interconnect,-11,5
JS004000,JABIL VIETNAM CO. LTD  ,ECMP000939,ASM,7135898,4510654298,5/8/2023,9/2/2023,100002,0,2,9/6/2023,0.3445,34450.69,0, ,S,1,S2,99982,200002,0,300008,0,2870187,0,0,0,0,0,0,0,0,Interconnect,-4,5
JS004000,JABIL VIETNAM CO. LTD  ,SW3500104,DIO,5777099,4510678154,5/14/2023,1/20/2024,3000,0,3000,2/22/2024,0.0863,258.9,0,12,C,3000,4Y,0,0,0,162000,CN,136,42000,0,0,0,54000,0,42000,33000,Discretes,-33,5
JS004000,JABIL VIETNAM CO. LTD  ,MU140-00015,LF ,8173937,4510680152,5/15/2023,8/19/2023,40000,0,30000,8/19/2023,0.025,1000,0,11,L,10000,11,60000,0,0,50000,0,2544,0,0,0,0,0,0,0,0,Circuit Protection,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-IF-555QD-LF,STM,2061417,4510688710,5/16/2023,2/2/2024,17500,0,15000,2/2/2024,0.29,5075,0,20,L,2500,25,0,0,0,80000,MA,5040,62500,47500,0,0,0,0,2500,2500,ANALOG,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-24H11-LF,DIO,2062477,4510688975,5/16/2023,9/19/2023,243000,201000,201000,1/31/2024,0.0853,20727.9,17145.3,8,C,3000,4Y,0,579000,192000,108000,CN,10368,450000,0,0,0,18000,12000,0,0,Discretes,-134,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-24H11-LF,DIO,2062477,4510688976,5/16/2023,8/29/2023,246000,246000,246000,8/29/2023,0.0853,20983.8,20983.8,8,C,3000,4Y,0,579000,192000,108000,CN,10496,450000,0,0,0,18000,12000,0,0,Discretes,0,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130433,5/17/2023,9/1/2023,12000,12000,12000,9/1/2023,0.239,2868,2868,19,L,4000,8,52000,12000,12000,88000,TH,420,112000,0,0,0,0,0,0,0,ANALOG,0,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130436,5/17/2023,10/13/2023,8000,0,8000,12/1/2023,0.239,1912,0,19,L,4000,8,52000,12000,12000,88000,TH,280,112000,0,0,0,0,0,0,0,ANALOG,-49,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130437,5/17/2023,10/27/2023,8000,0,8000,12/1/2023,0.239,1912,0,19,L,4000,8,52000,12000,12000,88000,TH,280,112000,0,0,0,0,0,0,0,ANALOG,-35,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130438,5/17/2023,11/10/2023,4000,0,4000,12/1/2023,0.239,956,0,19,L,4000,8,52000,12000,12000,88000,TH,140,112000,0,0,0,0,0,0,0,ANALOG,-21,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130439,5/17/2023,11/21/2023,8000,0,8000,12/1/2023,0.239,1912,0,19,L,4000,8,52000,12000,12000,88000,TH,280,112000,0,0,0,0,0,0,0,ANALOG,-10,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130440,5/17/2023,12/8/2023,8000,0,8000,12/8/2023,0.239,1912,0,19,L,4000,8,52000,12000,12000,88000,TH,280,112000,0,0,0,0,0,0,0,ANALOG,0,5
JS010600,JABIL VIETNAM CO. LTD  ,192039313,NXP,6095769,1852130441,5/17/2023,12/22/2023,12000,0,12000,12/22/2023,0.239,2868,0,19,L,4000,8,52000,12000,12000,88000,TH,420,112000,0,0,0,0,0,0,0,ANALOG,0,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697965,5/22/2023,11/24/2023,1300,0,1040,3/19/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-116,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697974,5/22/2023,12/1/2023,1300,0,1040,3/19/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-109,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697986,5/22/2023,12/15/2023,1300,0,1040,3/26/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-102,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697988,5/22/2023,12/22/2023,1300,0,1300,3/26/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-95,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697990,5/22/2023,4/26/2024,1300,0,1300,4/29/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-3,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697993,5/22/2023,5/17/2024,1300,0,1300,5/20/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-3,5
JS010802,JABIL VIETNAM CO. LTD  ,P1076911,NXP,1134662,4510697995,5/22/2023,5/24/2024,1300,0,1300,6/18/2024,2.581,3355.3,0,26,L,1300,5D,0,0,0,23400,0,1480,0,0,0,0,0,0,0,0,ANALOG,-25,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510710809,5/22/2023,1/13/2024,65000,0,65000,1/13/2024,0.0261,1696.5,0,8,C,5000,4V,0,0,0,4975000,CN,9287,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,5
JS004000,JABIL VIETNAM CO. LTD  ,SEECS-DI-0S100-LF,DIO,7349525,4510710810,5/22/2023,1/27/2024,80000,0,80000,1/27/2024,0.0261,2088,0,8,C,5000,4V,0,0,0,4975000,CN,11431,2615000,1105000,0,0,1735000,1675000,180000,155000,Discretes,0,5
