COMPANY,BILLTO,MRPVSCONT,NUM_FPN,NUM_CPN,CPN,MFR,MFR_PART,FPN,PRIORITY,CLASS,EAU,BOND_QTY,BOND_DELTA,BOND_ALLOC,ATS_BOL,ATS_MTL,ATS_ASIA,ATS_EUR,DELTA,WKS_SUPPLY,CUTOFFDATE,TREND,VOLAT_PERC,ACCUR_PERC,TOTAL_CBO,TOT_ALLOC,PROV_ALLOC,NA_PBO,EUR_PBO,ASIA_PBO,USE_1_12,USE_13_24,USE_13_16,USE_9_12,USE_5_8,USE_1_4,PASTDUE,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,MRP_1_4,MRP_5_8,MRP_9_12,MRP_13_16,MRP_17_20,MRP_21_24,MRP_25_28,MRP_OVER28,MRP_1_12,GROSS_NET,QOH,FCQOH,INTRANSIT,FRESALE,UOM,CRESALE,RESCHK,PRODUCTYPE,FMPQ,CMPQ,MPQCHK,CPNDESC,BIN_LOC,CONTR_NUM,CONTR_LINE,CONTR_STRT,CONTR_END,EXTRA1,EXTRA2,EXTRA3,LOI_NUM,CUST_PO,CUSTPOLINE,IS_LF,IS_ROHS,A_LF_PB,A_ROHS,END_CUST,PROG_PART,WEEK13,MRPPD_13,NET_90DAY,RUN_DATE,PAPER_WORK,NETGRECEIV,QOHDEDUCT,CBODEDUCT,FCQOHDEDUC,CUST_NET90,ACTIONET90,CBOBONDALC,CODE,NOTES,USERNAME,MODDATE,MANUALOC,LEADTIME,CUSTMPN
FUTA,JS005B,MC,1,1,3443CMPZ5258BS-E,DIO,MMBZ5258B-7-F,MMBZ5258B-7-F,001,4X,12000,9000,0,9000,0,0,72000,0,75055,30 Weeks+,8/2/2021,85.89%,No previous data found,No previous data found,0,0,0,3000,0,0,0,69000,15000,0,0,0,0,0,80,100,6304,6400,0,6484,6400,0,0,3200,0,0,0,12884,Gross MRP data - QOH provided,3939,3000,0,0.009000,E,0.000000,Empty Customer Price,L,3000,0,Empty Customer MPQ,In-Transit:Sales=3000;CBO=0,,CT#9999,036,1/15/2016,1/1/2030,6484,12884,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035878,000001,Y,Y,N,N,,,0,12884,8945,1/2/2021,,Gross MRP Received,N,N,N,8945,8945,9000,,,,,N,14,MMBZ5258B-7-F
FUTA,JS005B,MC,1,1,3443MMSZ10S-E,DIO,BZT52C10-7-F,BZT52C10TR,001,4X,492000,0,0,0,183000,0,366000,69000,376973,30 Weeks+,8/2/2021,1097100.00%,No previous data found,No previous data found,0,0,0,291000,216000,414000,0,0,0,0,0,0,0,260,719,1644,3040,199,0,5663,2433,1050,1825,1310,1200,0,0,9146,Gross MRP data - QOH provided,20119,0,0,0.010700,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853020270,037,1/15/2016,1/1/2030,5663,5862,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035880,000001,Y,Y,N,N,,,0,9146,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,17,BZT52C10-7-F
FUTA,JS005B,MC,2,1,3443MMSZ12S-E,DIO,BZT52C12-7-F,BZT52C12TR,001,4X,27000,3000,0,3000,0,0,0,165000,10921,5 Weeks,2/8/2021,95.48%,No previous data found,No previous data found,0,0,0,159000,351000,1662000,3000,21000,6000,0,0,3000,0,897,1296,204,0,600,99,2397,2230,2785,1181,3957,900,900,900,7412,Gross MRP data - QOH provided,3333,12000,0,0.008000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,038,1/15/2016,1/1/2030,2397,2997,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035881,000001,Y,Y,N,N,,,0,7412,4079,1/2/2021,,Gross MRP Received,N,N,N,4079,4079,3000,,,,,N,14,BZT52C12-7-F
FUTA,JS005B,MC,1,1,3444IRF7307S-E,IFA,IRF7307TRPBF,SI9928DY-T1/MULTI,001,4Y,8000,0,0,0,0,0,4000,0,16145,2 Weeks,1/18/2021,200.10%,No previous data found,No previous data found,0,0,0,0,0,16000,4000,0,0,4000,0,0,0,17,2002,2000,2000,1985,0,6019,1985,0,0,0,0,0,0,8004,Gross MRP data - QOH provided,8149,12000,0,0.228000,E,0.000000,Empty Customer Price,L,4000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,239,4/14/2020,1/1/2030,6019,8004,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036118,000001,Y,Y,N,N,,,0,8004,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,13,IRF7307TRPBF
FUTA,JS005B,MC,1,1,3444IRFR24N15D-E,IFA,IRFR24N15DTRPBF,3444IRFR24N15D-E,001,4Y,6000,0,0,0,0,0,8000,0,8750,30 Weeks+,8/2/2021,248400.00%,No previous data found,No previous data found,0,0,0,0,0,0,0,0,0,0,0,0,0,2,494,4,0,0,198,500,983,445,556,160,300,0,0,1928,Gross MRP data - QOH provided,2678,0,0,0.290000,E,0.000000,Empty Customer Price,L,2000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,185,9/9/2019,1/1/2030,500,500,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036258,000001,Y,Y,N,N,,,0,1928,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,13,IRFR24N15DTRPBF
FUTA,JS005B,MC,1,1,69813-3,ZTM,BV301S09020-235,BV301S09020-235,001,66,150000,0,0,0,0,0,0,0,23042,-1 Weeks,12/28/2020,26.28%,No previous data found,No previous data found,0,0,0,0,0,0,21150,200,0,21150,0,0,39,3998,0,0,0,0,0,3998,0,1560,0,1560,0,1560,0,5558,Gross MRP data - QOH provided,28639,0,0,0.955000,E,0.000000,Empty Customer Price,NCNR,150,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,092,7/19/2016,1/1/2030,4037,4037,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035892,000001,Y,Y,N,N,,,0,5597,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,,BV301S09020-235
FUTA,JS005B,MC,1,1,69814-3,ZTM,BV302S09020-888,BV302S09020-888,001,66,421200,67800,44250,23550,0,0,0,0,-13500,7 Weeks,2/22/2021,37.22%,No previous data found,No previous data found,0,0,0,0,0,44250,84450,59100,23550,37800,8550,38100,14400,3000,0,2400,3000,0,0,8400,12000,4200,15600,13800,4200,0,29400,24600,Gross MRP data - QOH provided,1950,0,0,0.847000,E,0.000000,Empty Customer Price,NCNR,150,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,093,7/19/2016,1/1/2030,22800,22800,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036138,000001,Y,Y,N,N,,,3600,42600,37050,1/2/2021,,Gross MRP Received,N,N,N,37050,37050,23550,,,,,N,12,BV302S09020-888
FUTA,JS005B,MC,3,1,70228-1,DIO,S1M-13-F,S1MTR,001,4V,1950000,725000,0,725000,2430000,0,35935000,1185000,36031880,30 Weeks+,8/2/2021,75.86%,No previous data found,No previous data found,0,0,0,2165000,1500000,14415000,1440000,1300000,455000,380000,620000,440000,110824,96064,122400,150676,127140,43200,39600,496280,201244,400576,339460,171232,241600,334800,1064100,1098100,Gross MRP data - QOH provided,580804,0,0,0.013300,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853024237,051,1/15/2016,1/1/2030,607104,650304,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035906,000001,Y,Y,N,N,,,146100,1355024,628120,1/2/2021,,Gross MRP Received,N,N,N,628120,628120,725000,,,,,N,8,S1M-13-F
FUTA,JS005B,MC,1,1,72375-1,DIO,DMG6601LVT-7,DMG6601LVT-7,001,4Y,999000,300000,0,300000,54000,0,642000,90000,951103,30 Weeks+,8/2/2021,84.61%,No previous data found,No previous data found,0,0,0,27000,1593000,1830000,456000,444000,165000,108000,219000,129000,27206,33946,61200,68400,34200,21600,19800,197746,75510,142400,109800,55800,45000,124200,340120,415656,Gross MRP data - QOH provided,151965,300000,0,0.035900,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=66000;CBO=0,,CT#9999,189,10/3/2019,1/1/2030,224952,246552,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036598,000001,Y,Y,N,N,,,64800,507662,290897,1/2/2021,,Gross MRP Received,N,N,N,290897,290897,300000,,,,,N,11,DMG6601LVT-7
FUTA,JS005B,MC,1,1,72377-1,DIO,BAT54WS-7-F,BAT54WSTR,001,04,12000,117000,0,117000,417000,0,2211000,0,2393247,30 Weeks+,8/2/2021,276.43%,No previous data found,No previous data found,0,0,0,408000,2700000,1764000,117000,0,0,0,45000,72000,13633,16973,30600,35017,30960,10800,9900,113550,42155,95440,72280,32300,59300,83700,249040,251145,Gross MRP data - QOH provided,153025,177000,0,0.007200,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,263,8/26/2020,1/1/2030,127183,137983,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045650,000001,Y,Y,N,N,,,35700,300478,111753,1/2/2021,,Gross MRP Received,N,N,N,111753,111753,117000,,,,,N,12,BAT54WS-7-F
FUTA,JS005B,MC,1,1,79406-LF,STM,M24C01-WMN6TP,24LC01WSOITR,001,4G,2500,15000,0,15000,27500,0,10000,12500,12026,18 Weeks,5/10/2021,419.08%,No previous data found,No previous data found,0,0,0,60000,0,0,5000,0,0,0,0,5000,1481,2384,908,713,701,0,38,4706,5946,6808,3494,3648,5762,3684,12339,17460,Gross MRP data - QOH provided,967,5000,0,0.030000,E,0.000000,Empty Customer Price,Common Bond,2500,0,Empty Customer MPQ,In-Transit:Sales=2500;CBO=0,,CT#9999,241,7/6/2020,1/1/2030,6187,6187,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043752,000001,Y,Y,N,N,,,891,19832,17974,1/2/2021,,Gross MRP Received,N,N,N,17974,17974,15000,,,,,N,20,M24C01-WMN6TP
FUTA,JS005B,MC,1,1,CA760-00244-LC,DIO,FDA000027J,FDA000027J,001,68,8000,1000,0,1000,0,0,5000,0,9394,12 Weeks,3/29/2021,113.87%,No previous data found,No previous data found,0,0,0,0,0,6000,5000,4000,1000,0,4000,1000,1600,235,814,546,871,88,0,2466,473,1069,2824,2777,2645,2050,4688,4008,Gross MRP data - QOH provided,5002,4000,0,0.712000,E,0.000000,Empty Customer Price,L,1000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036682,192,10/29/2019,1/1/2030,4066,4154,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036682,000001,Y,Y,N,N,,,1137,6745,606,1/2/2021,,Gross MRP Received,N,N,N,606,606,1000,,,,,N,,FDA000027J
FUTA,JS005B,MC,2,1,CA763-00003-LC,DIO,ZXTN5551ZTA,ZXTN5551ZTR,001,04,1000,1000,0,1000,0,0,9000,0,10116,13 Weeks,4/5/2021,253.90%,No previous data found,No previous data found,0,0,0,0,0,16000,0,11000,4000,0,0,0,2164,918,1494,546,919,88,0,3877,473,2037,3769,3199,3453,2726,6562,6387,Gross MRP data - QOH provided,8667,0,0,0.058000,E,0.000000,Empty Customer Price,Common Bond,1000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036683,193,10/29/2019,1/1/2030,6041,6129,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036683,000001,Y,Y,N,N,,,1322,9873,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,1000,,,,,N,11,ZXTN5551ZTA
FUTA,JS005B,MC,2,1,CA764-00057-LC,DIO,ZXTN5551ZTA,ZXTN5551ZTR,001,04,1000,1000,0,1000,0,0,9000,0,14498,30 Weeks+,8/2/2021,93.90%,No previous data found,No previous data found,0,0,0,0,0,16000,2000,2000,0,1000,1000,0,451,229,24,280,56,2,0,589,114,416,759,288,566,280,1410,1119,Gross MRP data - QOH provided,1068,5000,0,0.058000,E,0.000000,Empty Customer Price,Common Bond,1000,0,Empty Customer MPQ,In-Transit:Sales=1000;CBO=0,,1853036684,194,10/29/2019,1/1/2030,1040,1042,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036684,000001,Y,Y,N,N,,,556,2126,502,1/2/2021,,Gross MRP Received,N,N,N,502,502,1000,,,,,N,11,ZXTN5551ZTA
FUTA,JS005B,MC,1,1,CA770-00010-LC,DIO,S1GB-13-F,S1GBTR,001,4V,3000,6000,0,6000,192000,0,0,6000,4885,8 Weeks,3/1/2021,97.81%,No previous data found,No previous data found,0,0,0,825000,9000,708000,6000,6000,3000,0,6000,0,1959,455,856,826,1057,90,0,3194,629,1581,3399,2533,3095,2151,5906,5404,Gross MRP data - QOH provided,3248,3000,0,0.021800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=3000;CBO=0,,1853036685,195,10/29/2019,1/1/2030,5153,5243,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036685,000001,Y,Y,N,N,,,1509,8872,4115,1/2/2021,,Gross MRP Received,N,N,N,4115,4115,6000,,,,,N,8,S1GB-13-F
FUTA,JS005B,MC,1,1,CA770-00044-LC,DIO,BAT54T-7-F,BAT54TTR,001,04,3000,9000,6000,3000,33000,0,0,0,-3718,-1 Weeks,12/28/2020,116.76%,No previous data found,No previous data found,0,0,0,0,0,528000,9000,24000,9000,0,9000,0,5273,1114,2083,2218,2073,362,0,7488,1682,4004,7843,4958,7593,4937,14045,13174,Gross MRP data - QOH provided,11729,0,0,0.036000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036686,196,10/29/2019,1/1/2030,12761,13123,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036686,000001,Y,Y,N,N,,,3674,22121,6718,1/2/2021,,Gross MRP Received,N,N,N,6718,6718,3000,,,,,N,11,BAT54T-7-F
FUTA,JS005B,MC,1,1,CA770-00113-LC,DIO,QSBT40-7-F,QSBT40TR,001,4X,3000,0,0,0,156000,0,171000,0,171854,30 Weeks+,8/2/2021,107800.00%,No previous data found,No previous data found,0,0,0,18000,105000,399000,0,0,0,0,0,0,0,0,0,0,0,574,0,0,574,504,0,1946,0,0,0,1078,Gross MRP data - QOH provided,1932,0,0,0.088800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036687,197,10/29/2019,1/1/2030,0,574,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036687,000001,Y,Y,N,N,,,0,1078,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,14,QSBT40-7-F
FUTA,JS005B,MC,1,1,CA780-00372-LC,DIO,LMV331SE-7,LMX331AXK+T,001,6I,3000,3000,0,3000,0,0,87000,0,91464,30 Weeks+,8/2/2021,90.16%,No previous data found,No previous data found,0,0,0,18000,33000,261000,15000,15000,3000,3000,9000,3000,3764,1911,1796,560,151,1328,0,4418,2787,4301,4723,4557,5076,3054,10696,11506,Gross MRP data - QOH provided,13734,3000,0,0.050000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853036688,198,10/29/2019,1/1/2030,8182,9510,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036688,000001,Y,Y,N,N,,,2401,17671,1536,1/2/2021,,Gross MRP Received,N,N,N,1536,1536,3000,,,,,N,17,LMV331SE-7
FUTA,JS005B,MC,2,1,DD213-0013,DIO,BSS138-7-F,BSS138LT1,001,04,3000000,171000,144000,27000,2937000,0,0,0,-22001,-1 Weeks,12/28/2020,101.88%,No previous data found,No previous data found,0,0,0,1314000,14085000,25899000,417000,354000,177000,138000,123000,156000,240000,41707,36935,66000,48686,45275,0,193328,64355,138600,208900,30000,0,0,0,396283,Gross MRP data - QOH provided,587282,0,0,0.010000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853023072,095,8/11/2016,1/1/2030,433328,478603,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035893,000001,Y,Y,N,N,,,64100,700383,49001,1/2/2021,,Gross MRP Received,N,N,N,49001,49001,27000,,,,,N,12,BSS138-7-F
FUTA,JS005B,MC,1,2,DD213-0050,DIO,DMG2305UX-13,DMG2305UXTR,001,4Y,300000,390000,0,390000,0,0,2220000,1230000,2568084,30 Weeks+,8/2/2021,60323700.00%,No previous data found,No previous data found,0,0,0,420000,5220000,1420000,0,0,0,0,0,0,120000,41707,36935,66000,46740,45275,0,191382,64355,138600,208900,30000,0,0,0,394337,Gross MRP data - QOH provided,162421,310000,0,0.018600,E,0.000000,Empty Customer Price,Common Bond,10000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,275,12/14/2020,1/1/2030,311382,356657,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853047273,000001,Y,Y,N,N,,,64100,578437,351916,1/2/2021,,Gross MRP Received,N,N,N,351916,351916,390000,,,,,N,17,DMG2305UX-13
FUTA,JS005B,MC,2,1,DD213-0051,DIO,DMN3730U-7,NTR4003NT1,001,4Y,351000,357000,267000,90000,0,0,0,6000,-159741,-1 Weeks,12/28/2020,108.10%,No previous data found,No previous data found,0,0,0,18000,6000,16506000,438000,321000,120000,180000,123000,135000,120000,41702,36909,66000,46740,45275,0,191351,64355,138600,208900,30000,0,0,0,394306,Gross MRP data - QOH provided,264565,0,0,0.016000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=21000;CBO=0,,CT#9999,183,7/16/2019,1/1/2030,311351,356626,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035487,000001,Y,Y,N,N,,,64100,578406,249741,1/2/2021,,Gross MRP Received,N,N,N,249741,249741,90000,,,,,N,13,DMN3730U-7
FUTA,JS005B,MC,2,1,ECMP000042,DIO,DMN3730U-7,NTR4003NT1,001,4Y,9000000,4020000,3120000,900000,0,0,0,6000,184564,1 Weeks,1/11/2021,97.64%,No previous data found,No previous data found,0,0,0,18000,6000,16506000,5097000,1908000,1596000,2229000,1419000,1449000,1014,610566,639480,642000,522000,480000,0,2414046,1338700,762750,2019316,1411132,1681074,2052412,5353910,4515496,Gross MRP data - QOH provided,1224074,2577000,0,0.016000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=1020000;CBO=0,,1853022636,090,7/18/2016,1/1/2030,2415060,2895060,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853044053,000001,Y,Y,N,N,,,1247526,5764036,3292436,1/2/2021,,Gross MRP Received,N,N,N,3292436,3292436,900000,,,,,N,13,DMN3730U-7
FUTA,JS005B,MC,1,1,ECMP000857,DIO,AP65111AWU-7,AP65111AWU-7,001,5D,780000,816000,816000,0,0,0,0,0,-214009,-1 Weeks,12/28/2020,111.64%,No previous data found,No previous data found,0,0,0,0,144000,3576000,1044000,1017000,342000,402000,324000,318000,1014,124289,120340,120000,120000,120000,0,484629,254000,211870,596780,340320,398000,438000,1169700,950499,Gross MRP data - QOH provided,269504,468000,0,0.082500,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=165000;CBO=0,,1853038426,238,3/5/2020,1/1/2030,485643,605643,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853038426,000001,Y,Y,N,N,,,324290,1275803,682009,1/2/2021,,Gross MRP Received,N,N,N,682009,682009,0,,,,,N,17,AP65111AWU-7
FUTA,JS005B,MC,1,1,G8370208-005-LF,DIO,74AHC1G14W5-7,74AHC1G14GVR,001,16,222000,486000,486000,0,3000,0,0,24000,-185345,-1 Weeks,12/28/2020,105.86%,No previous data found,No previous data found,0,0,0,0,75000,2790000,390000,255000,69000,117000,144000,129000,246504,95286,38232,31019,16964,40,380,181501,80977,135469,87942,72844,126277,88444,274155,397947,Gross MRP data - QOH provided,225106,234000,0,0.014000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=24000;CBO=0,,CT#9999,211,1/6/2020,1/1/2030,428005,428045,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037735,000001,Y,Y,N,N,,,26246,670697,419345,1/2/2021,,Gross MRP Received,N,N,N,419345,419345,0,,,,,N,14,74AHC1G14W5-7
FUTA,JS005B,MC,1,1,G8370309-002-LF,DIO,AZ1117CH-3.3TRG1,AZ1117CH-3.3TRG1,001,09,4000,20000,8000,12000,48000,0,0,0,12172,-1 Weeks,12/28/2020,732.28%,No previous data found,No previous data found,0,0,0,40000,176000,1212000,4000,0,0,0,0,4000,13093,5193,1788,2117,873,8,0,9971,4693,8678,5949,4898,8806,6298,19390,23342,Gross MRP data - QOH provided,16607,20000,0,0.039000,E,0.000000,Empty Customer Price,Common Bond,4000,0,Empty Customer MPQ,In-Transit:Sales=4000;CBO=0,,CT#9999,261,8/17/2020,1/1/2030,23064,23072,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045219,000001,Y,Y,N,N,,,1705,38140,19828,1/2/2021,,Gross MRP Received,N,N,N,19828,19828,12000,,,,,N,9,AZ1117CH-3.3TRG1
FUTA,JS005B,MC,1,1,G8375220-402-LF,DIO,B340A-13-F,MBRA340TR,001,4V,65000,60000,0,60000,1070000,0,709995,330000,811434,30 Weeks+,8/2/2021,137.67%,No previous data found,No previous data found,0,0,0,840000,5510000,12400000,85000,35000,5000,15000,40000,30000,20330,13615,13811,5377,2380,4,38,35183,24093,27624,37004,14000,22749,42373,95604,86900,Gross MRP data - QOH provided,58669,90000,0,0.028600,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=15000;CBO=0,,CT#9999,215,1/6/2020,1/1/2030,55513,55517,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037739,000001,Y,Y,N,N,,,3348,110578,48561,1/2/2021,,Gross MRP Received,N,N,N,48561,48561,60000,,,,,N,7,B340A-13-F
FUTA,JS005B,MC,1,1,G8375280-001-LF,DIO,B0520WS-7-F,B0520WSTR,001,4V,24000,66000,54000,12000,0,0,0,0,-5069,-1 Weeks,12/28/2020,114.00%,No previous data found,No previous data found,0,0,0,27000,3000,360000,87000,42000,12000,33000,24000,30000,41040,13761,13854,5592,1747,0,0,34954,20591,22667,34650,11965,20342,40610,91600,78212,Gross MRP data - QOH provided,45183,57000,0,0.028800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=12000;CBO=0,,CT#9999,216,1/6/2020,1/1/2030,75994,75994,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037740,000001,Y,Y,N,N,,,2763,122015,74069,1/2/2021,,Gross MRP Received,N,N,N,74069,74069,12000,,,,,N,11,B0520WS-7-F
FUTA,JS005B,MC,1,1,G8375290-003-LF,DIO,BAT54-7-F,BAT54TR,001,04,99000,72000,0,72000,603000,0,0,0,78717,0 Weeks,1/4/2021,208.26%,No previous data found,No previous data found,0,0,0,717000,3108000,5550000,63000,0,0,0,30000,33000,56731,24685,12580,9863,4825,4,38,51953,22375,34868,22007,19634,35962,32802,130423,109196,Gross MRP data - QOH provided,73644,99000,0,0.006900,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=27000;CBO=0,,CT#9999,242,7/6/2020,1/1/2030,108684,108688,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043751,000001,Y,Y,N,N,,,6342,172269,92283,1/2/2021,,Gross MRP Received,N,N,N,92283,92283,72000,,,,,N,12,BAT54-7-F
FUTA,JS005B,MC,1,1,GCK4ESP3223EEY-LF,ML7,SP3223EEY-L/TR,MAX3223EEUPTR-2500,001,28,2500,25000,15000,10000,0,0,0,0,47850,-1 Weeks,12/28/2020,1300.76%,No previous data found,No previous data found,0,0,0,0,0,70000,7500,0,0,0,2500,5000,18280,11231,11465,4657,1675,0,0,29028,16368,19679,32482,9889,16897,38505,82931,65075,Gross MRP data - QOH provided,53705,67500,0,0.385000,E,0.000000,Empty Customer Price,Common Bond,2500,0,Empty Customer MPQ,In-Transit:Sales=15000;CBO=0,,CT#9999,235,3/3/2020,1/1/2030,47308,47308,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853044704,000001,Y,Y,N,N,,,2411,85766,29650,1/2/2021,,Gross MRP Received,N,N,N,29650,29650,10000,,,,,N,16,SP3223EEY-L/TR
FUTA,JS005B,MC,2,1,GE103X763002,DIO,1N4148W-7-F,MMSD4148T1,001,04,300000,225000,0,225000,4959000,0,10311000,0,10442408,30 Weeks+,8/2/2021,128.24%,No previous data found,No previous data found,0,0,0,11553000,14772000,63591000,243000,168000,81000,87000,78000,78000,0,40647,34835,36132,47334,44222,0,158948,115248,104053,37261,158717,25930,79451,151318,378249,Gross MRP data - QOH provided,116657,168000,0,0.005800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,240,6/17/2020,1/1/2030,158948,203170,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853031335,000001,Y,Y,N,N,,,20261,398510,261592,1/2/2021,,Gross MRP Received,N,N,N,261592,261592,225000,,,,,N,13,1N4148W-7-F
FUTA,JS005B,MC,1,1,GE103X804006,DIO,SB1100-T,SB1100-T,001,07,400000,5000,0,5000,0,0,25000,0,31441,29 Weeks,7/26/2021,30.51%,No previous data found,No previous data found,0,0,0,0,35000,0,30000,70000,15000,0,5000,25000,0,1609,5957,0,0,2149,0,7566,6163,0,0,4292,0,0,44115,13729,Gross MRP data - QOH provided,10170,5000,0,0.039700,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,060,1/15/2016,1/1/2030,7566,9715,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035865,000001,Y,Y,N,N,,,0,13729,3559,1/2/2021,,Gross MRP Received,N,N,N,3559,3559,5000,,,,,N,10,SB1100-T
FUTA,JS005B,MC,1,1,GE103X810002,GLT,GLS36VF1601G-70-4I-EKE,GLS36VF1601G-70-4I-EK,001,4F,960000,1152,0,1152,0,0,0,0,3476,0 Weeks,1/4/2021,110.86%,No previous data found,No previous data found,0,0,0,0,0,0,12384,81600,0,0,2880,9504,0,1609,5957,0,0,2149,0,7566,6163,0,0,4292,0,0,44115,13729,Gross MRP data - QOH provided,2805,13248,0,1.140000,E,0.000000,Empty Customer Price,NCNR,96,0,Empty Customer MPQ,In-Transit:Sales=960;CBO=0,,CT#9999,132,7/4/2017,1/1/2030,7566,9715,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036153,000001,Y,Y,N,N,,,0,13729,10924,1/2/2021,,Gross MRP Received,N,N,N,10924,10924,1152,,,,,N,12,GLS36VF1601G-70-4I-EKE
