COMPANY,BILLTO,MRPVSCONT,NUM_FPN,NUM_CPN,CPN,MFR,MFR_PART,FPN,PRIORITY,CLASS,EAU,BOND_QTY,BOND_DELTA,BOND_ALLOC,ATS_BOL,ATS_MTL,ATS_ASIA,ATS_EUR,DELTA,WKS_SUPPLY,CUTOFFDATE,TREND,VOLAT_PERC,ACCUR_PERC,TOTAL_CBO,TOT_ALLOC,PROV_ALLOC,NA_PBO,EUR_PBO,ASIA_PBO,USE_1_12,USE_13_24,USE_13_16,USE_9_12,USE_5_8,USE_1_4,PASTDUE,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,MRP_1_4,MRP_5_8,MRP_9_12,MRP_13_16,MRP_17_20,MRP_21_24,MRP_25_28,MRP_OVER28,MRP_1_12,GROSS_NET,QOH,FCQOH,INTRANSIT,FRESALE,UOM,CRESALE,RESCHK,PRODUCTYPE,FMPQ,CMPQ,MPQCHK,CPNDESC,BIN_LOC,CONTR_NUM,CONTR_LINE,CONTR_STRT,CONTR_END,EXTRA1,EXTRA2,EXTRA3,LOI_NUM,CUST_PO,CUSTPOLINE,IS_LF,IS_ROHS,A_LF_PB,A_ROHS,END_CUST,PROG_PART,WEEK13,MRPPD_13,NET_90DAY,RUN_DATE,PAPER_WORK,NETGRECEIV,QOHDEDUCT,CBODEDUCT,FCQOHDEDUC,CUST_NET90,ACTIONET90,CBOBONDALC,CODE,NOTES,USERNAME,MODDATE,MANUALOC,LEADTIME,CUSTMPN
FUTA,JS005B,MC,1,1,GE9928052105,DIO,RS1M-13-F,RS1MTR,001,4V,2700000,130000,0,130000,415000,0,1170000,0,1436417,30 Weeks+,8/2/2021,115.19%,No previous data found,No previous data found,0,0,0,0,30000,2015000,360000,250000,115000,135000,130000,95000,0,59138,49835,56512,62784,63410,0,228269,154878,125547,38451,207047,49498,131582,271877,508694,Gross MRP data - QOH provided,325111,320000,0,0.031000,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,062,1/15/2016,1/1/2030,228269,291679,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035398,000001,Y,Y,N,N,,,20261,528955,183583,1/2/2021,,Gross MRP Received,N,N,N,183583,183583,130000,,,,,N,8,RS1M-13-F
FUTA,JS005B,MC,1,1,GE9929816014,BIV,450-060,450-060,001,38,11649000,1000000,1000000,0,0,0,0,0,-546078,0 Weeks,1/4/2021,124.40%,No previous data found,No previous data found,0,0,0,0,0,2000000,623700,640900,267900,149100,282400,192200,0,126496,99670,117890,125568,126820,0,469624,309756,251094,78686,414094,101034,264422,549170,1030474,Gross MRP data - QOH provided,99296,385100,0,0.020000,E,0.000000,Empty Customer Price,Customer Specific,100,0,Empty Customer MPQ,In-Transit:Sales=206600;CBO=0,,1853022551,063,1/15/2016,1/1/2030,469624,596444,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853038761,000001,Y,Y,N,N,,,42306,1072780,931178,1/2/2021,,Gross MRP Received,N,N,N,931178,931178,0,,,,,N,13,450-060
FUTA,JS005B,MC,1,1,GE9932347062,CIT,CMJ206T32768DZFT,32.7680K-CMJ206RXT,001,68,3000000,582000,159000,423000,0,0,0,0,152239,6 Weeks,2/15/2021,120.16%,No previous data found,No previous data found,0,0,0,90000,135000,1002000,487091,639000,198000,169091,162000,156000,0,83627,74304,66991,90226,88410,0,315148,230590,173887,103589,325598,114968,199551,584580,719625,Gross MRP data - QOH provided,65955,382909,0,0.120000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=213000;CBO=0,,1853045653,174,5/31/2019,1/1/2030,315148,403558,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045653,000001,Y,Y,N,N,,,46559,766184,653670,1/2/2021,,Gross MRP Received,N,N,N,653670,653670,423000,,,,,N,25,CMJ206T32768DZFT
FUTA,JS005B,MC,1,1,GE9938051079,MCP,MIC4043YM4-TR,MIC4043BM4TR,001,27,1167000,129000,0,129000,0,0,159000,0,284565,8 Weeks,3/1/2021,93.39%,No previous data found,No previous data found,0,0,0,0,0,423000,321000,411000,111000,138000,105000,78000,0,42050,39469,28426,42892,44188,0,152837,115342,69834,65436,166881,88019,119471,430554,338013,Gross MRP data - QOH provided,166578,168000,0,0.171000,E,0.000000,Empty Customer Price,L,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853022491,067,1/15/2016,1/1/2030,152837,197025,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043741,000001,Y,Y,N,N,,,25406,363419,171435,1/2/2021,,Gross MRP Received,N,N,N,171435,171435,129000,,,,,N,7,MIC4043YM4-TR
FUTA,JS005B,MC,1,1,GE9938052076,DIO,DFLZ39-7,DFLZ39-7,001,4X,3300000,75000,0,75000,12000,0,129000,0,247012,11 Weeks,3/22/2021,98.92%,No previous data found,No previous data found,0,0,0,0,0,381000,189000,204000,57000,90000,78000,21000,0,18491,29490,28922,42892,19188,0,119795,67143,26398,30015,101907,50172,90997,228494,213336,Gross MRP data - QOH provided,121348,135000,0,0.034400,E,0.000000,Empty Customer Price,L,3000,0,Empty Customer MPQ,In-Transit:Sales=12000;CBO=0,,1853022552,071,1/15/2016,1/1/2030,119795,138983,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853034711,000001,Y,Y,N,N,,,406,213742,91988,1/2/2021,,Gross MRP Received,N,N,N,91988,91988,75000,,,,,N,12,DFLZ39-7
FUTA,JS005B,MC,3,1,GE9938052077,DIO,S1M-13-F,S1MTR,001,4V,1140000,600000,0,600000,2430000,0,35935000,1185000,37637557,30 Weeks+,8/2/2021,113.68%,No previous data found,No previous data found,0,0,0,2165000,1500000,14415000,625000,570000,200000,285000,210000,130000,0,77591,90013,105138,143141,90595,0,415883,262827,161849,97291,361555,137102,259327,613510,840559,Gross MRP data - QOH provided,448116,1495000,0,0.012000,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=170000;CBO=0,,CT#9999,191,10/11/2019,1/1/2030,415883,506478,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853047120,000001,Y,Y,N,N,,,21073,861632,392443,1/2/2021,,Gross MRP Received,N,N,N,392443,392443,600000,,,,,N,8,S1M-13-F
FUTA,JS005B,MC,2,1,GE9938052086,DIO,US1M-13-F,US1MTR,001,4V,5000,165000,0,165000,600000,0,6295000,930000,6273706,30 Weeks+,8/2/2021,1812.09%,No previous data found,No previous data found,0,0,0,0,4700000,4365000,15000,0,0,0,0,15000,0,23559,24469,8046,27442,25000,0,83516,75712,48340,64246,118551,64451,67340,309995,207568,Gross MRP data - QOH provided,21274,0,0,0.022100,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=65000;CBO=0,,CT#9999,246,7/8/2020,1/1/2030,83516,108516,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853046827,000001,Y,Y,N,N,,,25406,232974,186294,1/2/2021,,Gross MRP Received,N,N,N,186294,186294,165000,,,,,N,8,US1M-13-F
FUTA,JS005B,MC,2,1,GE9938052104,DIO,B240-13-F,SS24TR,001,4V,1416000,102000,0,102000,399000,0,726000,423000,789206,30 Weeks+,8/2/2021,99.57%,No previous data found,No previous data found,0,0,0,105000,225000,1692000,186000,327000,87000,81000,54000,51000,0,23559,24469,8046,27442,25000,0,83516,75712,48340,64246,118551,64451,67340,309995,207568,Gross MRP data - QOH provided,81774,87000,0,0.029900,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=3000;CBO=0,,CT#9999,073,1/15/2016,1/1/2030,83516,108516,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853034676,000001,Y,Y,N,N,,,25406,232974,125794,1/2/2021,,Gross MRP Received,N,N,N,125794,125794,102000,,,,,N,7,B240-13-F
FUTA,JS005B,MC,1,1,GE994010010008,MCP,AT24C256C-SSHL-T,24AA256WSOITR-ATM-1,001,4G,176000,12000,0,12000,0,0,20000,0,14742,4 Weeks,2/1/2021,180.97%,No previous data found,No previous data found,0,0,0,0,0,24000,20000,52000,8000,0,4000,16000,0,1583,3168,10666,10023,7997,0,25440,20231,5000,0,1524,10828,934,20780,50671,Gross MRP data - QOH provided,9413,24000,0,0.205000,E,0.000000,Empty Customer Price,Common Bond,4000,0,Empty Customer MPQ,In-Transit:Sales=24000;CBO=0,,CT#9999,165,12/18/2018,1/1/2030,25440,33437,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853033566,000001,Y,Y,N,N,,,0,50671,41258,1/2/2021,,Gross MRP Received,N,N,N,41258,41258,12000,,,,,N,27,AT24C256C-SSHL-T
FUTA,JS005B,MC,2,1,GQ-SLBSS138-LF,DIO,BSS138-7-F,BSS138LT1,001,04,3000,585000,585000,0,2937000,0,0,0,325186,-1 Weeks,12/28/2020,376.83%,No previous data found,No previous data found,0,0,0,1314000,14085000,25899000,204000,0,0,0,12000,192000,241966,143054,84818,65466,27565,12,76,320903,134073,183530,130229,107284,207429,285992,1258740,638506,Gross MRP data - QOH provided,308658,897000,0,0.010000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=201000;CBO=0,,CT#9999,260,8/17/2020,1/1/2030,562869,562881,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045220,000001,Y,Y,N,N,,,28911,909383,571814,1/2/2021,,Gross MRP Received,N,N,N,571814,571814,0,,,,,N,12,BSS138-7-F
FUTA,JS005B,MC,2,1,LGP000167970-LF.,DIO,BZT52C22-7-F,BZT52C22TR,001,4X,24000,18000,0,18000,15000,0,384000,0,385354,30 Weeks+,8/2/2021,81.92%,No previous data found,No previous data found,0,0,0,0,6000,558000,21000,27000,9000,6000,9000,6000,6520,0,0,0,6144,0,0,6144,6144,6144,6144,0,6144,0,0,18432,Gross MRP data - QOH provided,8306,0,0,0.009400,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,080,1/15/2016,1/1/2030,12664,12664,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035888,000001,Y,Y,N,N,,,0,24952,16646,1/2/2021,,Gross MRP Received,N,N,N,16646,16646,18000,,,,,N,14,BZT52C22-7-F
FUTA,JS005B,MC,1,1,LGP000168050-LF.,DIO,DCX124EU-7-F,DCX124EUTR,001,04,18000,18000,0,18000,0,0,0,0,9557,6 Weeks,2/15/2021,81.92%,No previous data found,No previous data found,0,0,0,0,327000,60000,21000,9000,9000,3000,9000,9000,6520,0,0,0,6144,0,0,6144,6144,6144,6144,0,6144,0,0,18432,Gross MRP data - QOH provided,7509,9000,0,0.019800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=3000;CBO=0,,CT#9999,081,1/15/2016,1/1/2030,12664,12664,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035887,000001,Y,Y,N,N,,,0,24952,17443,1/2/2021,,Gross MRP Received,N,N,N,17443,17443,18000,,,,,N,14,DCX124EU
FUTA,JS005B,MC,1,1,P100011320,CK,PTS645SK43SMTR92LFS,PTS645SK43SMTR92LFS,001,22,105000,77000,0,77000,127000,0,1416000,52000,1493512,30 Weeks+,8/2/2021,102.27%,No previous data found,No previous data found,0,0,0,0,0,700000,77000,93000,31000,42000,9000,26000,14888,7982,6666,0,15600,0,0,30248,26000,17800,36400,25200,30800,40400,10000,74048,Gross MRP data - QOH provided,6448,83000,0,0.031000,E,0.000000,Empty Customer Price,Common Bond,1000,0,Empty Customer MPQ,In-Transit:Sales=39000;CBO=0,,CT#9999,200,11/22/2019,1/1/2030,45136,45136,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037182,000001,Y,Y,N,N,,,14600,103536,82488,1/2/2021,,Gross MRP Received,N,N,N,82488,82488,77000,,,,,N,10,PTS645SK43SMTR92 LFS
FUTA,JS005B,MC,1,1,P1022594-LF,MCP,KSZ8851-16MLL-TR,KSZ8851-16MLL-TR,001,1S,1000,8000,8000,0,0,0,0,0,-1685,-1 Weeks,12/28/2020,243.74%,No previous data found,No previous data found,0,0,0,0,5000,56000,5000,0,0,1000,2000,2000,4694,4492,120,455,571,4,0,5638,1789,3160,1600,1035,1989,949,832,10587,Gross MRP data - QOH provided,7596,6000,0,1.800000,E,0.000000,Empty Customer Price,L,1000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,243,7/6/2020,1/1/2030,10332,10336,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043750,000001,Y,Y,N,N,,,733,16014,7685,1/2/2021,,Gross MRP Received,N,N,N,7685,7685,0,,,,,N,26,KSZ8851-16MLL-TR
FUTA,JS005B,MC,1,1,P1023678-LF,DIO,DMP34M4SPS-13,DMP34M4SPS-13,001,4Y,40000,42500,42500,0,0,0,0,0,38049,-1 Weeks,12/28/2020,112.10%,No previous data found,No previous data found,0,0,0,0,0,347500,87500,37500,12500,27500,30000,30000,26308,13761,13015,5592,1747,0,0,34115,20618,22715,34650,11965,20342,40634,92328,77448,Gross MRP data - QOH provided,54305,87500,0,0.249000,E,0.000000,Empty Customer Price,L,2500,0,Empty Customer MPQ,In-Transit:Sales=32500;CBO=0,,CT#9999,210,1/6/2020,1/1/2030,60423,60423,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037734,000001,Y,Y,N,N,,,2763,106519,49451,1/2/2021,,Gross MRP Received,N,N,N,49451,49451,0,,,,,N,13,DMP34M4SPS-13
FUTA,JS005B,MC,1,1,P1065118,ON,RB751S40T1G,RB751S40T1,001,04,72000,246000,93000,153000,507000,0,0,2625000,170207,0 Weeks,1/4/2021,115.54%,No previous data found,No previous data found,0,0,0,0,2436000,3252000,423000,231000,69000,96000,180000,147000,126045,66275,64561,27039,8663,0,0,166538,105228,122025,174670,63303,106283,207831,454889,393791,Gross MRP data - QOH provided,249043,288000,0,0.007800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=33000;CBO=0,,CT#9999,214,1/6/2020,1/1/2030,292583,292583,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037773,000001,Y,Y,N,N,,,14187,534023,270793,1/2/2021,,Gross MRP Received,N,N,N,270793,270793,153000,,,,,N,17,RB751S40T1G
FUTA,JS005B,MC,1,1,P1096823,KEY,5110,KEY-5110,001,38,216000,32000,16000,16000,37000,0,0,21000,53488,0 Weeks,1/4/2021,361.32%,No previous data found,No previous data found,0,0,0,122000,0,0,27000,0,0,0,1000,26000,15038,11231,11465,4657,1675,0,0,29028,16368,19679,32482,9889,16897,38505,82931,65075,Gross MRP data - QOH provided,44601,73000,0,0.117000,E,0.000000,Empty Customer Price,Common Bond,1000,0,Empty Customer MPQ,In-Transit:Sales=8000;CBO=0,,CT#9999,244,7/6/2020,1/1/2030,44066,44066,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853043748,000001,Y,Y,N,N,,,2411,82524,35512,1/2/2021,,Gross MRP Received,N,N,N,35512,35512,16000,,,,,N,,5110
FUTA,JS005B,MC,1,1,P1098804,STM,M24C02-FMC6TG,24LC02WDFNITR,001,4G,20000,140000,140000,0,0,0,0,0,-4191,-1 Weeks,12/28/2020,110.48%,No previous data found,No previous data found,0,0,0,0,0,700000,80000,5000,5000,15000,45000,20000,97762,13165,9426,6784,3051,0,75,32426,17207,25815,18459,25846,38549,39382,146735,75448,Gross MRP data - QOH provided,59019,110000,0,0.043000,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=10000;CBO=0,,CT#9999,250,8/12/2020,1/1/2030,130188,130188,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045515,000001,Y,Y,N,N,,,4267,177477,114191,1/2/2021,,Gross MRP Received,N,N,N,114191,114191,0,,,,,N,22,M24C02-FMC6TG
FUTA,JS005B,MC,2,1,SE27-00003-003,DIO,DMG1012UW-7,DMG1012UWTR,001,4Y,8301000,0,0,0,0,0,10698000,0,11053440,30 Weeks+,8/2/2021,71.95%,No previous data found,No previous data found,0,0,0,72000,2940000,8040000,732000,1923000,0,732000,0,0,0,0,40810,0,0,0,0,40810,12005,317885,156010,12005,0,345605,1464025,370700,Gross MRP data - QOH provided,726140,0,0,0.013800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,234,2/4/2020,1/1/2030,40810,40810,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853038216,000001,Y,Y,N,N,,,86400,457100,0,1/2/2021,,Gross MRP Received,N,N,N,0,0,0,,,,,N,11,DMG1012UW-7
FUTA,JS005B,MC,1,1,SEECS-DC-AN431-LF,DIO,AN431AN-ATRG1,AN431AN-ATRG1,001,27,528000,348000,345000,3000,0,0,0,411000,36914,-1 Weeks,12/28/2020,224.48%,No previous data found,No previous data found,0,0,0,54000,471000,2400000,156000,153000,87000,42000,42000,72000,35049,17668,58966,75318,25720,0,4900,177672,167709,47022,153080,119012,144060,150021,155045,392403,Gross MRP data - QOH provided,155366,306000,0,0.024500,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=54000;CBO=0,,CT#9999,217,1/6/2020,1/1/2030,212721,212721,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037648,000001,Y,Y,N,N,,,39396,466848,272086,1/2/2021,,Gross MRP Received,N,N,N,272086,272086,3000,,,,,N,17,AN431AN-ATRG1
FUTA,JS005B,MC,1,1,SEECS-DC-Z431A-LF,DIO,AZ431LANTR-G1,AZ431LANTR-G1,001,27,522000,108000,66000,42000,0,0,0,0,31961,1 Weeks,1/11/2021,162.79%,No previous data found,No previous data found,0,0,0,0,210000,345000,120000,0,0,24000,42000,54000,15189,12712,14617,33794,60,0,4900,61183,47144,25231,61787,42168,62337,61373,57145,133558,Gross MRP data - QOH provided,42708,96000,0,0.037000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=54000;CBO=0,,CT#9999,218,1/6/2020,1/1/2030,76372,76372,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853038937,000001,Y,Y,N,N,,,14204,162951,106039,1/2/2021,,Gross MRP Received,N,N,N,106039,106039,42000,,,,,N,17,AZ431LANTR-G1
FUTA,JS005B,MC,1,1,SEECS-DI-16E31-LF,DIO,B160-13-F,SS16TR,001,4V,430000,150000,0,150000,760000,0,0,0,193472,5 Weeks,2/8/2021,125.92%,No previous data found,No previous data found,0,0,0,305000,4750000,5195000,225000,110000,65000,65000,60000,100000,32361,23294,27821,61730,120,0,11750,112965,84888,49047,118274,81983,119379,118807,109180,246900,Gross MRP data - QOH provided,102733,220000,0,0.017900,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=135000;CBO=0,,CT#9999,220,1/6/2020,1/1/2030,145326,145326,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037651,000001,Y,Y,N,N,,,27481,306742,176528,1/2/2021,,Gross MRP Received,N,N,N,176528,176528,150000,,,,,N,7,B160-13-F
FUTA,JS005B,MC,1,1,SEECS-DI-1KV1A-LF,DIO,RS1MB-13-F,RS1MBTR,001,4V,54000,12000,0,12000,9000,0,276000,0,308104,30 Weeks+,8/2/2021,157.57%,No previous data found,No previous data found,0,0,0,60000,0,648000,18000,12000,12000,6000,3000,9000,2002,3431,3461,8925,0,0,250,15817,9394,6475,15585,10731,15782,16197,15347,31686,Gross MRP data - QOH provided,20792,33000,0,0.060000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=15000;CBO=0,,CT#9999,221,1/6/2020,1/1/2030,17819,17819,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037652,000001,Y,Y,N,N,,,3526,37214,12896,1/2/2021,,Gross MRP Received,N,N,N,12896,12896,12000,,,,,N,8,RS1MB-13-F
FUTA,JS005B,MC,2,1,SEECS-DI-5245B-LF,DIO,MMSZ5245B-7-F,MMSZ5245BT1,001,4X,12000,306000,0,306000,1458000,0,927000,93000,1486601,30 Weeks+,8/2/2021,51029400.00%,No previous data found,No previous data found,0,0,0,708000,567000,6294000,0,0,0,0,0,0,44412,32796,38754,86160,180,0,14700,157890,118032,68442,165930,114750,166920,166218,153534,344364,Gross MRP data - QOH provided,246377,396000,0,0.006900,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,273,11/26/2020,1/1/2030,202302,202302,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853047223,000001,Y,Y,N,N,,,38694,427470,142399,1/2/2021,,Gross MRP Received,N,N,N,142399,142399,306000,,,,,N,14,MMSZ5245B-7-F
FUTA,JS005B,MC,2,1,SEECS-DI-52C22-LF,DIO,BZT52C22-7-F,BZT52C22TR,001,4X,156000,33000,0,33000,15000,0,384000,0,431088,30 Weeks+,8/2/2021,135.03%,No previous data found,No previous data found,0,0,0,0,6000,558000,63000,0,0,24000,12000,27000,7407,5466,6459,14360,30,0,2450,26315,19672,11407,27677,19125,27886,27796,25682,57394,Gross MRP data - QOH provided,24889,54000,0,0.009400,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=30000;CBO=0,,CT#9999,223,1/6/2020,1/1/2030,33722,33722,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037654,000001,Y,Y,N,N,,,6449,71250,39912,1/2/2021,,Gross MRP Received,N,N,N,39912,39912,33000,,,,,N,14,BZT52C22-7-F
FUTA,JS005B,MC,1,1,SEECS-DI-560TR-LF,DIO,B560C-13-F,B560CTR,001,4V,54000,27000,0,27000,144000,0,81000,0,138516,18 Weeks,5/10/2021,123.29%,No previous data found,No previous data found,0,0,0,0,216000,1182000,60000,39000,9000,18000,21000,21000,7407,5466,6459,14360,30,0,2450,26315,19672,11407,27677,19125,27886,27796,25682,57394,Gross MRP data - QOH provided,32317,63000,0,0.071000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,224,1/6/2020,1/1/2030,33722,33722,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037655,000001,Y,Y,N,N,,,6449,71250,32484,1/2/2021,,Gross MRP Received,N,N,N,32484,32484,27000,,,,,N,8,B560C-13-F
FUTA,JS005B,MC,1,1,SEECS-DI-HD06T-LF,DIO,HD06-T,HD06-T,001,4V,138000,12000,0,12000,93000,0,747000,21000,778869,30 Weeks+,8/2/2021,157.57%,No previous data found,No previous data found,0,0,0,255000,270000,1080000,21000,18000,9000,9000,6000,6000,2002,3431,3461,8925,0,0,250,15817,9394,6475,15585,10731,15782,16197,15347,31686,Gross MRP data - QOH provided,20557,33000,0,0.044100,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=15000;CBO=0,,CT#9999,225,1/6/2020,1/1/2030,17819,17819,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037656,000001,Y,Y,N,N,,,3526,37214,13131,1/2/2021,,Gross MRP Received,N,N,N,13131,13131,12000,,,,,N,8,HD06-T
FUTA,JS005B,MC,2,1,SEECS-FT-1012U-LF,DIO,DMG1012UW-7,DMG1012UWTR,001,4Y,1812000,387000,0,387000,0,0,10698000,0,11923119,30 Weeks+,8/2/2021,150.83%,No previous data found,No previous data found,0,0,0,72000,2940000,8040000,771000,501000,237000,294000,222000,255000,175047,116760,94958,220838,25660,0,110700,458216,406226,123714,532233,429076,363281,461232,429011,988156,Gross MRP data - QOH provided,735322,1266000,0,0.013800,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=501000;CBO=0,,CT#9999,226,1/6/2020,1/1/2030,633263,633263,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037657,000001,Y,Y,N,N,,,125647,1288850,427881,1/2/2021,,Gross MRP Received,N,N,N,427881,427881,387000,,,,,N,11,DMG1012UW-7
FUTA,JS005B,MC,1,1,SEECS-FT-3404L-LF,DIO,DMN3404L-7,IRLML0030TR,001,4Y,774000,84000,15000,69000,2124000,0,1000,0,30866,2 Weeks,1/18/2021,140.88%,No previous data found,No previous data found,0,0,0,0,6066000,14343000,135000,36000,30000,54000,36000,45000,21851,14618,17678,38006,90,0,7350,70392,51223,31804,79027,55857,79025,80193,74479,153419,Gross MRP data - QOH provided,91136,45000,0,0.022000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,227,1/6/2020,1/1/2030,92243,92243,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037658,000001,Y,Y,N,N,,,18626,193896,84134,1/2/2021,,Gross MRP Received,N,N,N,84134,84134,69000,,,,,N,11,DMN3404L-7
FUTA,JS005B,MC,1,1,SEECS-FT-6402T-LF,IFA,IRLML6402TRPBF,IRLML6402TR/MULTI,001,4Y,15000,72000,0,72000,0,0,54000,0,185263,14 Weeks,4/12/2021,202.28%,No previous data found,No previous data found,0,0,0,0,0,810000,66000,3000,3000,27000,21000,18000,6818,7968,8642,23285,5,0,2700,39900,29148,17882,52640,39306,51252,52394,51666,86930,Gross MRP data - QOH provided,48011,105000,0,0.042000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=54000;CBO=0,,CT#9999,251,8/12/2020,1/1/2030,46718,46718,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037802,000001,Y,Y,N,N,,,13625,107373,45737,1/2/2021,,Gross MRP Received,N,N,N,45737,45737,72000,,,,,N,13,IRLML6402TRPBF
FUTA,JS005B,MC,1,1,SEECS-LG-1G14W-LF,DIO,74LVC1G14W5-7,74LVC1G14GVR,001,16,972000,207000,36000,171000,48000,0,0,0,246619,2 Weeks,1/18/2021,137.92%,No previous data found,No previous data found,0,0,0,0,171000,8826000,297000,285000,75000,111000,72000,114000,44408,32796,38754,86160,180,0,14700,157890,118047,68442,168665,117500,169070,168788,156732,344379,Gross MRP data - QOH provided,140406,324000,0,0.019000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=183000;CBO=0,,CT#9999,230,1/6/2020,1/1/2030,202298,202298,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037660,000001,Y,Y,N,N,,,39629,428416,248381,1/2/2021,,Gross MRP Received,N,N,N,248381,248381,171000,,,,,N,13,74LVC1G14W5-7
FUTA,JS005B,MC,2,1,SND28100-20800-NR,DIO,BAV70-7-F,BAV70LT1,001,04,111000,210000,0,210000,159000,0,1026000,519000,1156548,30 Weeks+,8/2/2021,108.11%,No previous data found,No previous data found,0,0,0,0,2364000,2988000,183000,126000,30000,66000,21000,96000,53669,23117,23145,23145,26097,8019,65082,95504,95666,13225,25873,48932,51137,44678,193415,204395,Gross MRP data - QOH provided,49612,129000,0,0.007000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=81000;CBO=0,,1853031624,149,4/9/2018,1/1/2030,149173,157192,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853031624,000001,Y,Y,N,N,,,3795,261859,208452,1/2/2021,,Gross MRP Received,N,N,N,208452,208452,210000,,,,,N,14,BAV70-7-F
